一级,二级,情形抽取,法条依据,法条内容,类案,处罚依据,处罚种类,处罚幅度,涉刑风险,刑法依据,刑法内容
资质问题,从业人员无证,使用未取得处方权的医师开具处方,《处方管理办法》第五十四条第（一）项,"医疗机构有下列情形之一的，由县级以上卫生行政部门按照《医疗机构管理条例》第四十八条的规定，责令限期改正，并可处以5000元以下的罚款；情节严重的，吊销其《医疗机构执业许可证》：
（一）【使用未取得处方权的人员、被取消处方权的医师开具处方的】；
（二）使用未取得麻醉药品和第一类精神药品处方资格的医师开具麻醉药品和第一类精神药品处方的；
（三）使用未取得药学专业技术职务任职资格的人员从事处方调剂工作的。","违法事实：你单位使用执业助理医师单某独立开具处方，上述行为已违反了《处方管理办法》第八条第二款之规定
处罚依据：《处方管理办法》第五十四条第一项之规定
处罚决定：对你你单位罚款处500元，责令你单位立即改正。
|违法事实；现已查明你单位2020年8月使用未在该单位取得处方权的2名医师开具处方各10张。使用未取得处方权的医师开具处方的行为，违反了《处方管理办法》第四十七条的规定
处罚依据：《处方管理办法》第五十四条第（一）项之规定
处罚决定：对你单位处罚款人民币2500元，并责令立即改正违法行为。",使用未取得处方权的人员、被取消处方权的医师开具处方,责令改正|罚款|吊销许可证,并可处以5000元以下的罚款,暂无,,
资质问题,从业人员无证,未取得资质认可擅自从事职业病危害因素检测、评价服务,《中华人民共和国职业病防治法》第七十九条,【未取得职业卫生技术服务资质认可擅自从事职业卫生技术服务的】，由卫生行政部门责令立即停止违法行为，没收违法所得；违法所得五千元以上的，并处违法所得二倍以上十倍以下的罚款；没有违法所得或者违法所得不足五千元的，并处五千元以上五万元以下的罚款；情节严重的，对直接负责的主管人员和其他直接责任人员，依法给予降级、撤职或者开除的处分。,"违法事实：你单位自2018年10月职业卫生技术服务机构资质证书被撤回后，未取得职业卫生技术服务资质认可，擅自从事职业卫生技术服务（职业病危害因素检测、评价），共为54家用人单位开展工作场所职业病危害因素检测，出具职业病危害因素检测报告69份，其中59份收取检测费用223805元，10份未收取检测费用。你单位未取得职业卫生技术服务资质认可擅自从事职业卫生技术服务（职业病危害因素检测、评价），共为54家用人单位开展工作场所职业病危害因素检测，出具职业病危害因素检测报告69份，获取违法所得223805元，违反了《中华人民共和国职业病防治法》第二十六条第三款的规定
处罚依据：《中华人民共和国职业病防治法》第七十九条之规定
处罚决定：对你单位处没收违法所得人民币223805元；2、罚款人民币671415元。",未取得职业卫生技术服务资质认可擅自从事职业卫生技术服务,责令停止|没收违法所得|罚款|处分责任人,违法所得五千元以上的，并处违法所得二倍以上十倍以下的罚款；没有违法所得或者违法所得不足五千元的，并处五千元以上五万元以下的罚款,暂无,,
资质问题,从业人员无证,使用未取得药学专业技术职务任职资格的人员从事处方调剂工作,《处方管理办法》第五十四条第（三）项,"医疗机构有下列情形之一的，由县级以上卫生行政部门按照《医疗机构管理条例》第四十八条的规定，责令限期改正，并可处以5000元以下的罚款；情节严重的，吊销其《医疗机构执业许可证》：
（一）使用未取得处方权的人员、被取消处方权的医师开具处方的；
（二）使用未取得麻醉药品和第一类精神药品处方资格的医师开具麻醉药品和第一类精神药品处方的；
（三）【使用未取得药学专业技术职务任职资格的人员从事处方调剂工作的】。","违法事实：你单位使用未取得药学专业技术职务任职资格的人员从事处方调剂工作的行为，违反了《处方管理办法》第二十九条的规定
处罚依据：《处方管理办法》第五十四条第（三）项之规定
处罚决定：对你单位处罚款2500元",使用未取得药学专业技术职务任职资格的人员从事处方调剂工作,责令改正|罚款|吊销许可证,并可处以5000元以下的罚款,暂无,,
卫生问题,公共场所卫生,游泳场所水卫生质量不符合国家卫生标准,《公共场所卫生管理条例》第十四条|《浙江省游泳场所管理办法》第二十条第（一）项,"凡有下列行为之一的单位或者个人，卫生防疫机构可以根据情节轻重，给予警告、罚款、停业整顿、吊销“卫生许可证”的行政处罚：
（一）【卫生质量不符合国家卫生标准和要求，而继续营业的】；
（二）未获得“健康合格证”，而从事直接为顾客服务的；
（三）拒绝卫生监督的；
（四）未取得“卫生许可证”，擅自营业的。
罚款一律上交国库。
|【游泳场所经营期间水质不符合国家卫生标准和要求的】，由卫生和计划生育部门按下列规定处罚：
（一）对人工游泳场所经营者处5000元以上2万元以下罚款，并责令限期改正；逾期不改正的，依照《公共场所卫生管理条例》的规定责令停业整顿或者吊销《卫生许可证》。
（二）对海滨浴场等天然游泳场经营者处2000元以上1万元以下罚款，并责令暂停营业；水体已难以满足游泳水质要求的，依照《公共场所卫生管理条例》的规定吊销《卫生许可证》。
（三）对其他提供游泳服务的经营性场所经营者处2000元以上1万元以下罚款，并责令限期改正；逾期不改正的，依照《公共场所卫生管理条例》的规定责令停业整顿或者吊销《卫生许可证》。","违法事实：经查，2017年8月当事人经营的游泳池深水区和浅水区尿素的检测结果分别为5.68mg/L和5.84mg/L，不符合《游泳场所卫生标准》（GB9667-1996）中尿素卫生标准值（≤3.5mg/L）的要求。依据《公共场所卫生管理条例》第十四条第（一）项“凡有下列行为之一的单位或者个人，卫生防疫机构可以根据情节轻重给予警告、罚款、停业整顿、吊销卫生许可证的行政处罚：（一）卫生质量不符合国家卫生标准和要求，而继续营业的”和《浙江省游泳场所管理办法》第二十条第（一）项“游泳场所经营期间水质不符合国家卫生标准和要求的，由卫生和计划生育部门按下列规定处罚：（一）对人工游泳场所经营者处5000元以上2万元以下罚款，并责令限期改正
处罚依据：《公共场所卫生管理条例》之规定
处罚决定：对你单位处罚款人民币6500元整。
|违法事实：现已查明当事人的人工游泳场所在营业期间浸脚池游离性余氯不符合国家卫生标准和要求。当事人已经积极整改，并于2021年09月17日委托浙江杭康检测技术有限公司对浸脚池水进行了检测，结果合格。
当事人的行为违反了《浙江省游泳场所管理办法》第六条第一项，已构成违法。
你单位人工游泳场所经营期间水质不符合国家卫生标准和要求的行为违反了《浙江省游泳场所管理办法》第六条第(一)项的规定
处罚依据：《浙江省游泳场所管理办法》第二十条第(一)项之规定
处罚决定：对你单位处警告；罚款人民币5000元。",游泳场所经营期间水质不符合国家卫生标准和要求,责令改正|罚款|吊销资格证|责令停业整顿,对人工游泳场所经营者处5000元以上2万元以下罚款,暂无,,
卫生问题,公共场所卫生,未按规定对公共场所卫生质量进行检测,《公共场所卫生管理条例实施细则》第三十六条第（一）项,"公共场所经营者有下列情形之一的，由县级以上地方人民政府卫生计生行政部门责令限期改正，给予警告，并可处以二千元以下罚款；逾期不改正，造成公共场所卫生质量不符合卫生标准和要求的，处以二千元以上二万元以下罚款；情节严重的，可以依法责令停业整顿，直至吊销卫生许可证:
(一)【未按照规定对公共场所的空气、微小气候、水质、采光、照明、噪声、顾客用品用具等进行卫生检测的】；
(二)未按照规定对顾客用品用具进行清洗、消毒、保洁，或者重复使用一次性用品用具的","违法事实：2021年9月，某检测技术服务有限公司协助对你单位供顾客使用的床单、被套、枕套、毛巾、浴巾、非一次性塑料拖鞋、茶杯和漱口杯进行卫生监督监测采样。2021年9月，本机关收到该检测技术服务有限公司出具的检验检测报告，结果显示你单位公共用品用具4毛巾1（210903D01-007）细菌总数为520CFU/25cm2，公共用品用具4毛巾1（210903D01-008）细菌总数为560CFU/25cm2，公共用品用具9茶杯1细菌总数为14CFU/cm2，公共用品用具11非一次性塑料拖鞋1细菌总数为1900CFU/25cm2，不符合《公共场所卫生指标及限值要求》（GB37488-2019）中公共用品用具棉织品细菌总数≤200CFU/25cm2、杯具细菌总数≤5CFU/cm2、鞋类细菌总数≤300CFU/25cm2的规定。现已查明：你单位自2020年1月至2021年9月期间未按规定对其经营的住宿场所空气、噪声、顾客用品用具进行卫生检测。你单位未按规定对供顾客使用的毛巾、茶杯和非一次性塑料拖鞋进行清洗消毒和保洁。你单位已进行整改。你单位自2020年1月至2021年9月期间未按规定对其经营的住宿场所空气、噪声、顾客用品用具进行卫生检测。该行为违反了《公共场所卫生管理条例实施细则》第十九条第一款的规定。你单位已进行整改。
处罚依据：《公共场所卫生管理条例实施细则》第三十六条第（一）项之规定
处罚决定：对你单位处警告；罚款人民币1400元
|违法事实：你单位2020年1月至2021年7月未对公司公共场所空气、噪声及顾客用品用具进行卫生检测。你单位已按要求及时整改。你单位2020年1月至2021年7月未对公司公共场所空气、噪声及顾客用品用具进行卫生检测的行为，违反了《公共场所卫生管理条例实施细则》第十九条第一款的规定。你单位已按要求及时整改。
处罚依据：《公共场所卫生管理条例实施细则》第三十六条第（一）项之规定
处罚决定：对你单位处警告；罚款人民币1400元",未按照规定对公共场所的空气、微小气候、水质、采光、照明、噪声、顾客用品用具等进行卫生检测,责令改正|罚款|责令停业整顿|吊销许可证,并可处以二千元以下罚款,暂无,,
卫生问题,公共场所卫生,未按照规定对顾客用品用具进行清洗/消毒/保洁,《公共场所卫生管理条例实施细则》第三十六条第（二）项,"公共场所经营者有下列情形之一的，由县级以上地方人民政府卫生计生行政部门责令限期改正，给予警告，并可处以二千元以下罚款；逾期不改正，造成公共场所卫生质量不符合卫生标准和要求的，处以二千元以上二万元以下罚款；情节严重的，可以依法责令停业整顿，直至吊销卫生许可证:
(一)未按照规定对公共场所的空气、微小气候、水质、采光、照明、噪声、顾客用品用具等进行卫生检测的；
(二)【未按照规定对顾客用品用具进行清洗、消毒、保洁】，或者重复使用一次性用品用具的","违法事实：现已查明2022年06月09日,王某未按照规定对顾客用品用具进行清洗、消毒、保洁。当事人的行为违反了《公共场所卫生管理条例实施细则》第十四条、《公共场所卫生管理条例》第三条第一款第（五）项，已构成违法。你单位未按照规定对顾客用品用具进行清洗、消毒、保洁的行为违反了《公共场所卫生管理条例》第三条第(五)项、《公共场所卫生管理条例实施细则》第十四条。
处罚依据：现依据《公共场所卫生管理条例》第十四条第一款第(一)项、《公共场所卫生管理条例实施细则》第三十六条第(二)项之规定。
处罚决定：1、警告；2、罚款人民币200.00元。
|违法事实：现已查明2022年07月06日,某美容店未按照规定对顾客用品用具进行清洗、消毒、保洁。当事人的行为违反了《公共场所卫生管理条例实施细则》第十四条，已构成违法。你单位未按照规定对顾客用品用具进行清洗、消毒、保洁的行为违反了《公共场所卫生管理条例实施细则》第十四条的规定。
处罚依据：现依据《公共场所卫生管理条例实施细则》第三十六条第(二)项。
处罚决定：1、警告；2、罚款人民币200.00元。",未按照规定对顾客用品用具进行清洗、消毒、保洁,责令改正|罚款|责令停业整顿|吊销许可证,并可处以二千元以下罚款,暂无,,
卫生问题,公共场所卫生,重复使用一次性用品用具,《公共场所卫生管理条例实施细则》第三十六条第（二）项,"公共场所经营者有下列情形之一的，由县级以上地方人民政府卫生计生行政部门责令限期改正，给予警告，并可处以二千元以下罚款；逾期不改正，造成公共场所卫生质量不符合卫生标准和要求的，处以二千元以上二万元以下罚款；情节严重的，可以依法责令停业整顿，直至吊销卫生许可证:
(一)未按照规定对公共场所的空气、微小气候、水质、采光、照明、噪声、顾客用品用具等进行卫生检测的；
(二)未按照规定对顾客用品用具进行清洗、消毒、保洁，或者【重复使用一次性用品用具】的","违法事实：2022年3月22日，接市民投诉举报“甲宾馆卫生状况存在问题”，市社会事业局立即组织执法人员到该宾馆进行监督检查发现：该宾馆正在营业中，已取得公共场所卫生许可证，有效期限：2018年07月03日至2022年07月02日；现场检查发现五楼布草间地面上有已使用过的被单床单等用品；一楼清洗消毒间内堆放杂物，现场未发现保洁设施，执法人员现场制作法律文书及拍照取证。2022年4月2日，市社会事业局将上述案件及证据移送本机关。本机关认为当事人龙港市浦东宾馆未按照规定对顾客使用的被单床单进行清洗、消毒、保洁的行为，违反了《公共场所卫生管理条例实施细则》第十四条“公共场所经营者提供给顾客使用的用品用具应当保证卫生安全，可以反复使用的用品用具应当一客一换，按照有关卫生标准和要求清洗、消毒、保洁。禁止重复使用一次性用品用具。”的规定。
处罚依据: 依据《公共场所卫生管理条例实施细则》第三十六条第(二)项“公共场所经营者有下列情形之一的,由县级以上地方人民政府卫生行政部门责令限期改正,给予警告,并可处以二千元以下罚款;逾期不改正,造成公共场所卫生质量不符合卫生标准和要求的,处以二千元以上二万元以下罚款;情节严重的,可以依法责令停业整顿,直至吊销卫生许可证:(二)未按照规定对顾客用品用具进行清洗、消毒、保洁,或者重复使用一次性用品用具的。”的规定。并符合《浙江省卫生行政处罚自由裁量标准》中“涉及 2 种用品用具的”裁量幅度为“警告,罚款 600 元以上 1400 元以下”的规定。
处罚决定：1、警告；2、罚款人民币1000元整
|违法事实：赵某经营的某旅馆于2022年6月16日存在重复使用一次性用品用具(剃须刀）的行为。上述行为已违反了《公共场所卫生管理条例》第三条第一款第（五）项、《公共场所卫生管理条例实施细则》第十四条的规定。
处罚依据：现依据 《公共场所卫生管理条例实施细则》第三十六条第（二）项之规定 。
处罚决定：决定予以赵某警告的行政处罚。",重复使用一次性用品用具,责令改正|罚款|责令停业整顿|吊销许可证,并可处以二千元以下罚款,暂无,,
卫生问题,公共场所卫生,在禁止吸烟场所或区域设置烟具,《杭州市公共场所控制吸烟条例》第十条|《杭州市公共场所控制吸烟条例》第二十六条,"禁止吸烟场所和限制吸烟场所的经营者或者管理者应当履行下列职责：
（一）建立禁止吸烟或者限制吸烟的管理制度，加强禁止吸烟的宣传；
（二）在本单位禁止吸烟场所或者区域设置明显的禁止吸烟标识；
（三）【不在本单位禁止吸烟场所或者区域内设置烟具】；
（四）不在本单位设置附有烟草广告的标识和物品；
（五）对在本单位禁止吸烟场所或者区域内的吸烟者，劝其停止吸烟或者离开该场所、区域；对不听劝阻者，报告有关控烟监管部门处理。
鼓励场所经营者或者管理者采用烟雾报警、视频图像采集等技术手段，加强对本场所的管理。
鼓励创建无烟单位和无烟环境，并将控制吸烟工作作为文明单位评价考核的内容之一。
|违反本条例第十条第一款规定，【经营者或者管理者未履行职责的】，由有关控烟监管部门责令限期改正，可以处二千元以上五千元以下罚款；逾期不改正的，处五千元以上二万元以下罚款。互联网上网服务营业场所经营单位在其经营场所发现吸烟不予制止，或者未悬挂禁止吸烟标识的，由公安机关、文化行政管理部门依照《互联网上网服务营业场所管理条例》的相关规定处理。","违法事实：你单位在本单位禁止吸烟场所或者区域内设置烟具的行为，违反了《杭州市公共场所控制吸烟条例》第十条第（三）项的规定
处罚依据：《杭州市公共场所控制吸烟条例》第二十六条
处罚决定：对你单位处罚款2000元",在本单位禁止吸烟场所或区域设置烟具,责令改正|罚款,可以处二千元以上五千元以下罚款；逾期不改正的，处五千元以上二万元以下罚款,暂无,,
卫生问题,饮用水卫生,生产和销售无卫生许可批准文件的产品,《生活饮用水卫生监督管理办法》第二十七条,违反本办法规定，【生产或者销售无卫生许可批准文件的涉及饮用水卫生安全的产品的】，县级以上地方人民政府卫生计生主管部门应当责令改进，并可处以违法所得3倍以下的罚款，但最高不超过30000元，或处以500元以上10000元以下的罚款。,"违法事实：你单位2016年9月取得的浙卫水字（2016）第某某号朗利浦牌LLP1601型超滤净水器卫生许可批件的申报材料中成品检验报告系伪造的事实、2017年4月至9月日生产和销售无有效涉及饮用水卫生安全产品卫生许可批件的朗利浦牌LLP1601型超滤净水器的行为。你单位违反了《生活饮用水卫生监督管理办法》第十二条“生产涉及饮用水卫生安全的产品的单位和个人，必须按规定向政府卫生计生主管部门申请办理产品卫生许可批准文件，取得批准文件后，方可生产和销售。任何单位和个人不得生产、销售、使用无批准文件的前款产品”、第二十一条规定“涉及饮用水卫生安全的产品，应当按照有关规定进行卫生安全性评价，符合卫生标准和卫生规范要求”的规定。
处罚依据：《生活饮用水卫生监督管理办法》第二十七条之规定
处罚决定：对你单位处罚款人民币7000元。",生产或者销售无卫生许可批准文件的涉及饮用水卫生安全的产品,责令改正|罚款,并可处以违法所得3倍以下的罚款，但最高不超过30000元，或处以500元以上10000元以下的罚款,暂无,,
卫生问题,学校卫生,学校教学环境不符合国家有关标准,《学校卫生工作条例》第六条|《学校卫生工作条例》第三十三条,"【学校教学建筑、环境噪声、室内微小气候、采光、照明等环境质量以及黑板、课桌椅的设置应当符合国家有关标准】。
新建、改建、扩建校舍，其选址、设计应当符合国家的卫生标准，并取得当地卫生行政部门的许可。竣工验收应当有当地卫生行政部门参加。
|【违反本条例第六条第一款】、第七条和第十条规定的，由卫生行政部门对直接责任单位或者个人给予警告并责令限期改进。情节严重的，可以同时建议教育行政部门给予行政处分。","违法事实：现已查明：当事人正常使用的一号教学楼某班教室黑板面平均照度、黑板面照度均匀度不符合《中小学校教室采光和照明卫生标准》（GB7793-2010）有关要求的行为违反了《学校卫生工作条例》第六条第一款，已构成违法。
你单位学校教学环境不符合国家有关标准的行为违反了《学校卫生工作条例》第六条第一款的规定
处罚依据：《学校卫生工作条例》第三十三条之规定
处罚决定：对你单位处警告。
|违法事实：现已查明2022年06月,杭州某中学学校教学环境不符合国家有关标准。当事人的行为违反了《学校卫生工作条例》第六条第一款，已构成违法。
你单位学校教学环境不符合国家有关标准的行为违反了《学校卫生工作条例》第六条第一款的规定
处罚依据：《学校卫生工作条例》第三十三条之规定
处罚决定：对你单位处警告。",学校教学建筑、环境噪声、室内微小气候、采光、照明等环境质量以及黑板、课桌椅的设置应当符合国家有关标准,警告|责令改正,暂无,暂无,,
卫生问题,消毒管理,使用的消毒剂过期/失效,《消毒管理办法》第四条|《消毒管理办法》第四十一条,"【医疗卫生机构应当建立消毒管理组织，制定消毒管理制度，执行国家有关规范、标准和规定，定期开展消毒与灭菌效果检测工作】
|【医疗卫生机构违反本办法第四条、第五条、第六条、第七条、第八条、第九条规定】的，由县级以上地方卫生计生行政部门责令限期改正，可以处5000元以下罚款；造成感染性疾病暴发的，可以处5000元以上20000元以下罚款。","违法事实：你单位使用的施康清洗消毒剂已超过有效期且未现配现用，不符合《医院消毒卫生标准》（GB15982-2012）“5.2.2含氯消毒液、过氧化氢消毒液等易挥发的消毒剂应现配现用”，“不应使用过期、失效的消毒剂”的要求的行为，违反了《消毒管理办法》第四条的规定
处罚依据：《消毒管理办法》第四十一条之规定
处罚决定：对你单位作出罚款人民币2000元。
|违法事实：你单位使用过期的消毒剂进行医护人员手消毒，不符合《医院消毒卫生标准》（GB15982-2012）5.2.2“......不应使用过期、失效的消毒剂......”的规定。
你单位使用过期的消毒剂进行医护人员手消毒，不符合《医院消毒卫生标准》（GB15982-2012）5.2.2“......不应使用过期、失效的消毒剂......”的规定。该行为违反了《消毒管理办法》第四条的规定
处罚依据：《消毒管理办法》第四十一条之规定
处罚决定：对你单位处罚款人民币4900元。",医疗卫生机构未建立消毒管理组织，制定消毒管理制度，执行国家有关规范、标准和规定，定期开展消毒与灭菌效果检测工作,责令改正|罚款,可以处5000元以下罚款；造成感染性疾病暴发的，可以处5000元以上20000元以下罚款,暂无,,
卫生问题,消毒管理,医疗机构购进消毒产品未经查验,《消毒管理办法》第七条|《消毒管理办法》第四十一条,"【医疗卫生机构购进消毒产品必须建立并执行进货检查验收制度】
|【医疗卫生机构违反本办法第四条、第五条、第六条、第七条、第八条、第九条规定的】，由县级以上地方卫生计生行政部门责令限期改正，可以处5000元以下罚款；造成感染性疾病暴发的，可以处5000元以上20000元以下罚款。","违法事实：该单位用次氯酸钠溶液进行诊所污水消毒，在采购购进该次氯酸钠溶液时没有索取查验该消毒产品的安全评价报告。该行为违反了《消毒管理办法》第七条的规定
处罚依据：《消毒管理办法》第四十一条之规定
处罚决定：对你单位处罚款人民币4000元。
|现已查明：当事人购进某免洗手消毒凝胶、免洗手消毒凝胶、某牌免洗手消毒液、某某牌含氯消毒片等消毒产品未建立并执行进货检查验收制度的行为，违反了《消毒管理办法》第七条的规定
处罚依据：《消毒管理办法》第四十一条之规定
处罚决定：对你单位处罚款人民币4000元。",医疗卫生机构购进消毒产品未建立并执行进货检查验收制度,责令改正|罚款,可以处5000元以下罚款；造成感染性疾病暴发的，可以处5000元以上20000元以下罚款,暂无,,
卫生问题,消毒管理,医疗卫生机构环境/用品卫生不达标,《消毒管理办法》第八条|《消毒管理办法》第四十一条,"【医疗卫生机构的环境、物品应当符合国家有关规范、标准和规定】。排放废弃的污水、污物应当按照国家有关规定进行无害化处理。运送传染病病人及其污染物品的车辆、工具必须随时进行消毒处理
|【医疗卫生机构违反本办法第四条、第五条、第六条、第七条、第八条、第九条规定】的，由县级以上地方卫生计生行政部门责令限期改正，可以处5000元以下罚款；造成感染性疾病暴发的，可以处5000元以上20000元以下罚款","违法事实：当事人送风中空气送风中细菌总数和送风中真菌总数不符合《公共场所集中空调通风系统卫生规范》（WS394-2012)的要求。当事人送风中空气送风中细菌总数和送风中真菌总数不符合《公共场所集中空调通风系统卫生规范》（WS394-2012)的要求，该行为违反了《消毒管理办法》第八条的规定
处罚依据：《消毒管理办法》第四十一条之规定
处罚决定：对你单位处罚款人民币1000元，并责令当事人在卫生监督意见书规定的期限内改正。 
|违法事实：该单位样品编号2021等等-045消毒供应中心灭菌器械包（拆线包2021.17-8.15）需氧-厌氧菌检出，不符合《医院消毒卫生标准》（GB15982-2012）4.3.1高度危险性医疗器材应无菌的规定。该行为违反了《消毒管理办法》第六条的规定，现依据《消毒管理办法》第四十一条，同时参照《浙江省卫生行政处罚自由裁量标准》“进入人体组织或无菌器官的医疗用品未达到灭菌要求的，或各种注射、穿刺、采血器具未达到一人一用一灭菌的，属于较重违法程度，裁量幅度为：罚款3500元以上5000元以下”的规定，给予当事人罚款人民币三仟陆佰圆整（3600.00元）的行政处罚。样品编号2021071494-008新生儿沐浴间花洒表面涂抹物菌落总数23CFU/cm²，不符合《医院消毒卫生标准》（GB15982-2012）4.1.1表1中二类环境物体表面平均菌落数≤5.0CFU/cm²的要求；样品编号2021071496-001门诊大厅1F东门右2号口送风中细菌总数9.6×10²CFU/cm³，不符合《公共场所集中空调通风系统卫生规范》（WS394-2012）4.3表2送风卫生要求细菌总数≤500 CFU/cm³的规定。该行为违反了《消毒管理办法》第八条的规定，现依据《消毒管理办法》第四十一条，同时参照《浙江省卫生行政处罚自由裁量标准》“医疗卫生机构的环境、物品不符合国家有关规范、标准和规定，属于较轻违法程度，裁量幅度为：罚款1500元以下”的规定，给予当事人罚款人民币壹仟圆整（1000.00元）的行政处罚。
处罚依据：《消毒管理办法》第四十一条之规定
处罚决定：对你单位处罚款人民币4600元",医疗卫生机构的环境、物品不符合国家有关规范、标准和规定,责令改正|罚款,可以处5000元以下罚款；造成感染性疾病暴发的，可以处5000元以上20000元以下罚款,暂无,,
卫生问题,消毒管理,产品标签（含说明书）出现或暗示对疾病的治疗效果或宣传内容不真实,《消毒管理办法》第三十一条|《消毒管理办法》第四十三条,"【消毒产品的命名、标签（含说明书）应当符合国家卫生计生委的有关规定】。
消毒产品的标签（含说明书）和宣传内容必须真实，不得出现或暗示对疾病的治疗效果。
|【消毒产品生产经营单位违反本办法第三十一条、第三十二条规定】的，由县级以上地方卫生计生行政部门责令其限期改正，可以处5000元以下罚款；造成感染性疾病暴发的，可以处5000元以上20000元以下的罚款。","违法事实：当事人消毒产品的标签（含说明书）不符合国家卫生计生委的有关规定，不得出现或暗示对疾病的治疗效果的行为，违反了《消毒管理办法》第三十一条的规定，现依据《消毒管理办法》第四十三条，同时参照《浙江省卫生行政处罚自由裁量标准》“消毒产品的标签（含说明书）和宣传内容不真实，或出现、暗示对疾病的治疗效果的，一般情形，属于一般违法程度，裁量幅度为：罚款1500元以上3500元以下”的规定，
处罚依据：《消毒管理办法》第四十三条之规定
处罚决定：对你单位处罚款2500元。
|违法事实：你单位消毒产品的标签（说明书）出现（或暗示）对疾病的治疗效果的行为，违反了《消毒管理办法》第三十一条的规定
处罚依据：《消毒管理办法》第四十三条之规定
处罚决定：对你单位处罚款1500元",经营的消毒产品的标签不符合国家卫生计生委的有关规定,责令改正|罚款,可以处5000元以下罚款；造成感染性疾病暴发的，可以处5000元以上20000元以下的罚款,暂无,,
卫生问题,消毒管理,产品卫生质量不合格,《消毒管理办法》第三十二条第（二）项|《消毒管理办法》第四十三条,"禁止生产经营下列消毒产品：
（一）无生产企业卫生许可证或新消毒产品卫生许可批准文件的；
（二）【产品卫生安全评价不合格或产品卫生质量不符合要求的】。
|【消毒产品生产经营单位违反本办法第三十一条、第三十二条规定的】，由县级以上地方卫生计生行政部门责令其限期改正，可以处5000元以下罚款；造成感染性疾病暴发的，可以处5000元以上20000元以下的罚款。","违法事实：当事人的行为违反了《国务院关于加强食品等产品安全监督管理的特别规定》第四条第一款、《消毒管理办法》第三十一条第二款、《消毒管理办法》第三十二条第二项，已构成违法。你单位使用不符合国家强制性标准的原料生产消毒产品案等行为违反了《国务院关于加强食品等产品安全监督管理的特别规定》第四条第一款、《消毒管理办法》第三十一条、第三十二条
处罚依据：《国务院关于加强食品等产品安全监督管理的特别规定》第四条第二款、《消毒管理办法》第四十三条之规定
处罚决定：对你单位处罚款人民币3437476.50元；没收违法所得共140126.2元。
|违法事实：你单位经营的“某抑菌液”（批号为202111等、批号202112等）检测出含有“利多卡因”。你单位经营的“某抑菌液”为第二类消毒产品，产品上市前未进行消毒产品卫生安全评价。你单位经营的“某抑菌液”不符合《消毒产品标签说明书通用要求》（GB38598-2020）的规定。当事人的行为违反了《消毒管理办法》第三十二条第二项、《消毒产品卫生安全评价规定》第十七条第（一）项、《消毒管理办法》第三十一条，已构成违法。
处罚依据：《消毒管理办法》第四十三条之规定
处罚决定：对你单位处罚款人民币3000元。",产品卫生安全评价不合格或产品卫生质量不符合要求,责令改正|罚款,可以处5000元以下罚款；造成感染性疾病暴发的，可以处5000元以上20000元以下的罚款,暂无,,
卫生问题,消毒管理,消毒后的物品未达到卫生标准和要求,《消毒管理办法》第四十四条,"消毒服务机构违反本办法规定，有下列情形之一的，由县级以上卫生计生行政部门责令其限期改正，可以处5000元以下的罚款；造成感染性疾病发生的，可以处5000元以上20000元以下的罚款：
【消毒后的物品未达到卫生标准和要求的】。","违法事实：现已查明，某餐具经营部消毒后的物品未达到卫生标准和要求。当事人的行为违反了《消毒管理办法》第四十四条，已构成违法。你单位消毒后的物品未达到卫生标准和要求的行为违反了《消毒管理办法》第四十四条的规定
处罚依据：《消毒管理办法》第四十四条之规定
处罚决定：对你单位处罚款人民币1300元。
|违法事实：本机关查明：你单位生产日期为2021-06的消毒后筷子经检测阴离子合成洗涤剂为0.0094mg/100cm²，不符合《食品安全国家标准 消毒餐饮具》（GB14934-2016）阴离子合成洗涤剂（以十二烷基苯磺酸钠计）“不得检出”的要求。本次共抽检消毒后餐饮具10批次，其中1批次不合格，抽检样品检测不合格率在20%以下。你单位消毒后的物品未达到卫生标准和要求的行为
处罚依据：《消毒管理办法》第四十四条之规定
处罚决定：对你单位处罚款1300.00元。",消毒后的物品未达到卫生标准和要求,责令改正|罚款,可以处5000元以下的罚款；造成感染性疾病发生的，可以处5000元以上20000元以下的罚款,暂无,,
医院管理问题,执业医师管理,拒绝/延误急危患者的抢救和诊治,《中华人民共和国医师法》第五十五条第（二）项,"违反本法规定，医师在执业活动中有下列行为之一的，由县级以上人民政府卫生健康主管部门责令改正，给予警告；情节严重的，责令暂停六个月以上一年以下执业活动直至吊销医师执业证书：
（一）在提供医疗卫生服务或者开展医学临床研究中，未按照规定履行告知义务或者取得知情同意；
（二）【对需要紧急救治的患者，拒绝急救处置，或者由于不负责任延误诊治】；
（三）遇有自然灾害、事故灾难、公共卫生事件和社会安全事件等严重威胁人民生命健康的突发事件时，不服从卫生健康主管部门调遣；
（四）未按照规定报告有关情形；
（五）违反法律、法规、规章或者执业规范，造成医疗事故或者其他严重后果。",暂无,对需要紧急救治的患者，拒绝急救处置，或者由于不负责任延误诊治,责令改正|警告|暂停执业|吊销执业证,暂无,暂无,,
