一级,二级,情形抽取,法条依据,法条内容,类案,处罚依据,处罚种类,处罚幅度,涉刑风险,刑法依据,刑法内容
制度问题,雇佣童工,招录未成年人/非法使用童工,《中华人民共和国劳动法》第十五条第一款|《禁止使用童工规定》第六条第一款|《浙江省实施〈禁止使用童工规定〉办法》第十四条第一款,"【禁止用人单位招用未满十六周岁的未成年人。】
文艺、体育和特种工艺单位招用未满十六周岁的未成年人，必须遵守国家有关规定，并保障其接受义务教育的权利。
|【用人单位使用童工的】，由劳动保障行政部门按照每使用一名童工每月处5000元罚款的标准给予处罚；在使用有毒物品的作业场所使用童工的，按照《使用有毒物品作业场所劳动保护条例》规定的罚款幅度，或者按照每使用一名童工每月处5000元罚款的标准，从重处罚。劳动保障行政部门并应当责令用人单位限期将童工送回原居住地交其父母或者其他监护人,所需交通和食宿费用全部由用人单位承担。
用人单位经劳动保障行政部门依照前款规定责令限期改正，逾期仍不将童工送交其父母或者其他监护人的，从责令限期改正之日起，由劳动保障行政部门按照每使用一名童工每月处1万元罚款的标准处罚，并由工商行政管理部门吊销其营业执照或者由民政部门撤销民办非企业单位登记；用人单位是国家机关、事业单位的，由有关单位依法对直接负责的主管人员和其他直接责任人员给予降级或者撤职的行政处分或者纪律处分。
|【用人单位和其他组织使用童工的】，由劳动保障行政部门按照每使用1名童工每月处以5000元罚款的标准给予处罚；使用童工不满15日的，每使用1名童工处以2500元的罚款；超过15日不满1个月的，按1个月的罚款标准计罚。
　　用人单位和其他组织在使用有毒物品的作业场所使用童工的，按照《使用有毒物品作业场所劳动保护条例》规定的罚款幅度，或者按照每使用1名童工每月处以5000元罚款的标准，从重处罚。
　　用人单位和其他组织确因当事人提供虚假身份证明或者其他欺骗手段而导致使用童工，违法行为轻微并及时纠正的，劳动保障行政部门可以视其情节依法给予减轻处罚。","违法事实：你单位于2018年4月被举报人盛先生举报被告知人违法使用童工盛某。在调查过程中发现被告知人存在涉嫌使用童工的违法行为。经调查，现已查明：你单位存在非法使用童工盛某（使用童工时间：2018年3月17日至2018年4月15日。）的违法行为。根据《浙江省实施〈禁止使用童工规定〉办法》第十四条第一款“用人单位和其他组织使用童工的，由劳动保障行政部门按照每使用1名童工每月处以5000元罚款的标准给予处罚；使用童工不满15日的，每使用1名童工处以2500元的罚款；超过15日不满1个月的，按1个月的罚款标准计罚。”之规定，因被告知人使用童工盛道茹29天，对被告知人作出罚款伍仟元的行政处罚。 
处罚依据：《浙江省实施〈禁止使用童工规定〉办法》第十四条第一款之规定。
处罚决定：对你单位处罚款5000元。
|违法事实：你单位存在涉嫌使用童工的违法行为，涉嫌违反了《禁止使用童工规定》（中华人民共和国国务院令第364号）第二条、第四条、第九条的规定。根据《关于实施〈劳动保障监察条例〉若干规定》第十八条之规定予以立案。通过检查被行政处罚人的调查询问，现已查明：你单位存在非法使用童工万某《使用童工时间：2017年8月18日至2017年10月12日。）的违法行为。根据《禁止使用童工规定》（国务院令第364号）第六条第一款“用人单位使用童工的，由劳动保障行政部门按照每使用一名童工每月处5000元罚款的标准给予处罚；……”和《浙江省实施〈禁止使用童工规定〉办法》第十四条第一款“用人单位和其他组织使用童工的，由劳动保障行政部门按照每使用1名童工每月处以5000元罚款的标准给予处罚；使用童工不满15日的，每使用1名童工处以2500元的罚款；超过15日不满1个月的，按1个月的罚款标准计罚”之规定，对于被行政处罚人使用童工万敬文56天的违法行为
处罚依据：《禁止使用童工规定》第六条第一款、《浙江省实施〈禁止使用童工规定〉办法》第十四条第一款之规定。
处罚决定：对你单位处罚款10000元。",用人单位非法使用童工,责令改正|罚款|吊销执照,一名童工每月处5000元罚款的标准给予处罚|每使用1名童工每月处以5000元罚款的标准给予处罚；使用童工不满15日的，每使用1名童工处以2500元的罚款；超过15日不满1个月的，按1个月的罚款标准计罚,暂无,,
劳动合同问题,劳动合同无效/部分无效,以欺诈、胁迫手段或者乘人之危与劳动者订立或者变更劳动合同,《中华人民共和国劳动合同法》第二十六条|《中华人民共和国劳动合同法》第八十六条,"下列劳动合同无效或者部分无效：
（一）【以欺诈、胁迫的手段或者乘人之危，使对方在违背真实意思的情况下订立或者变更劳动合同的】；
（二）用人单位免除自己的法定责任、排除劳动者权利的；
（三）违反法律、行政法规强制性规定的。
对劳动合同的无效或者部分无效有争议的，由劳动争议仲裁机构或者人民法院确认。
|【劳动合同依照本法第二十六条规定被确认无效】，给对方造成损害的，有过错的一方应当承担赔偿责任。",暂无,与劳动者订立的劳动合同被确认为无效,赔偿劳动者损失,赔偿劳动者损失,暂无,,
劳动合同问题,缺乏必备条款,劳动合同缺少必备条款（如劳动时间、地点、报酬等）,《中华人民共和国劳动合同法》第八十一条,【用人单位提供的劳动合同文本未载明本法规定的劳动合同必备条款】或者用人单位未将劳动合同文本交付劳动者的，由劳动行政部门责令改正；给劳动者造成损害的，应当承担赔偿责任。,暂无,用人单位提供的劳动合同文本未载明本法规定的劳动合同必备条款,责令改正|赔偿劳动者损失,给劳动者造成损害的，应当承担赔偿责任,暂无,,
劳动合同问题,不给合同,不向劳动者提供劳动合同,《中华人民共和国劳动合同法》第八十一条,用人单位提供的劳动合同文本未载明本法规定的劳动合同必备条款或者【用人单位未将劳动合同文本交付劳动者的】，由劳动行政部门责令改正；给劳动者造成损害的，应当承担赔偿责任。,暂无,用人单位未将劳动合同文本交付劳动者,责令改正|赔偿劳动者损失,给劳动者造成损害的，应当承担赔偿责任,暂无,,
劳动合同问题,不签劳动合同,不签书面劳动合同,《中华人民共和国劳动合同法》第八十二条,【用人单位自用工之日起超过一个月不满一年未与劳动者订立书面劳动合同的】，应当向劳动者每月支付二倍的工资。用人单位违反本法规定不与劳动者订立无固定期限劳动合同的，自应当订立无固定期限劳动合同之日起向劳动者每月支付二倍的工资。,暂无,用人单位自用工之日起超过一个月不满一年未与劳动者订立书面劳动合同,支付二倍工资,向劳动者每月支付二倍的工资,暂无,,
劳动合同问题,劳动合同无效/部分无效,劳动合同存在无效/部分无效情形,《中华人民共和国劳动合同法》第二十六条|《中华人民共和国劳动合同法》第八十六条,"【下列劳动合同无效或者部分无效】：
（一）以欺诈、胁迫的手段或者乘人之危，使对方在违背真实意思的情况下订立或者变更劳动合同的；
（二）用人单位免除自己的法定责任、排除劳动者权利的；
（三）违反法律、行政法规强制性规定的。
对劳动合同的无效或者部分无效有争议的，由劳动争议仲裁机构或者人民法院确认。
|【劳动合同依照本法第二十六条规定被确认无效】，给对方造成损害的，有过错的一方应当承担赔偿责任。",暂无,与劳动者订立的劳动合同被确认为无效,赔偿劳动者损失,赔偿劳动者损失,暂无,,
劳动合同问题,违法解除合同,用人单位违法解除/终止劳动合同,《中华人民共和国劳动合同法》第八十七条,【用人单位违反本法规定解除或者终止劳动合同的】，应当依照本法第四十七条规定的经济补偿标准的二倍向劳动者支付赔偿金。,暂无,用人单位违反法律规定，擅自解除或者终止劳动合同,支付赔偿金,依照经济补偿标准的二倍向劳动者支付赔偿金,暂无,,
劳动保障问题,强迫劳动,强迫劳动,《中华人民共和国劳动合同法》第八十八条,"用人单位有下列情形之一的，依法给予行政处罚；构成犯罪的，依法追究刑事责任；给劳动者造成损害的，应当承担赔偿责任：
（一）【以暴力、威胁或者非法限制人身自由的手段强迫劳动的】；
（二）违章指挥或者强令冒险作业危及劳动者人身安全的；
（三）侮辱、体罚、殴打、非法搜查或者拘禁劳动者的；
（四）劳动条件恶劣、环境污染严重，给劳动者身心健康造成严重损害的。",暂无,用人单位以暴力、威胁或者非法限制人身自由的手段强迫劳动,赔偿劳动者损失|追究刑事责任,给劳动者造成损害的，应当承担赔偿责任,【强令、组织他人违章冒险作业罪】,《中华人民共和国刑法》第一百三十四条第二款,"在生产、作业中违反有关安全管理的规定，因而发生重大伤亡事故或者造成其他严重后果的，处三年以下有期徒刑或者拘役；情节特别恶劣的，处三年以上七年以下有期徒刑。
【强令他人违章冒险作业，或者明知存在重大事故隐患而不排除，仍冒险组织作业，因而发生重大伤亡事故或者造成其他严重后果的】，处五年以下有期徒刑或者拘役；情节特别恶劣的，处五年以上有期徒刑"
劳动保障问题,强迫劳动,违章指挥/强令劳动者冒险作业,《中华人民共和国劳动合同法》第八十八条,"用人单位有下列情形之一的，依法给予行政处罚；构成犯罪的，依法追究刑事责任；给劳动者造成损害的，应当承担赔偿责任：
（一）以暴力、威胁或者非法限制人身自由的手段强迫劳动的；
（二）【违章指挥或者强令冒险作业危及劳动者人身安全的】；
（三）侮辱、体罚、殴打、非法搜查或者拘禁劳动者的；
（四）劳动条件恶劣、环境污染严重，给劳动者身心健康造成严重损害的。",暂无,用人单位违章指挥，或者强令劳动者冒险作业，危及劳动者人身安全,赔偿劳动者损失|追究刑事责任,给劳动者造成损害的，应当承担赔偿责任,【强令、组织他人违章冒险作业罪】,《中华人民共和国刑法》第一百三十四条第二款,"在生产、作业中违反有关安全管理的规定，因而发生重大伤亡事故或者造成其他严重后果的，处三年以下有期徒刑或者拘役；情节特别恶劣的，处三年以上七年以下有期徒刑。
【强令他人违章冒险作业，或者明知存在重大事故隐患而不排除，仍冒险组织作业，因而发生重大伤亡事故或者造成其他严重后果的】，处五年以下有期徒刑或者拘役；情节特别恶劣的，处五年以上有期徒刑"
劳动保障问题,侵害人身权益,侮辱/体罚/殴打/非法搜查/拘禁劳动者,《中华人民共和国劳动合同法》第八十八条,"用人单位有下列情形之一的，依法给予行政处罚；构成犯罪的，依法追究刑事责任；给劳动者造成损害的，应当承担赔偿责任：
（一）以暴力、威胁或者非法限制人身自由的手段强迫劳动的；
（二）违章指挥或者强令冒险作业危及劳动者人身安全的；
（三）【侮辱、体罚、殴打、非法搜查或者拘禁劳动者的】；
（四）劳动条件恶劣、环境污染严重，给劳动者身心健康造成严重损害的。",暂无,用人单位侮辱、体罚、殴打、非法搜查或者拘禁劳动者,赔偿劳动者损失|追究刑事责任,给劳动者造成损害的，应当承担赔偿责任,【故意伤害罪】|【非法拘禁罪】,《中华人民共和国刑法》第二百三十四条|《中华人民共和国刑法》第二百三十八条,"【故意伤害他人身体的】，处三年以下有期徒刑、拘役或者管制。
犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。
|【非法拘禁他人或者以其他方法非法剥夺他人人身自由的】，处三年以下有期徒刑、拘役、管制或者剥夺政治权利。具有殴打、侮辱情节的，从重处罚。
犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡的，处十年以上有期徒刑。使用暴力致人伤残、死亡的，依照本法第二百三十四条、第二百三十二条的规定定罪处罚。
为索取债务非法扣押、拘禁他人的，依照前两款的规定处罚。
国家机关工作人员利用职权犯前三款罪的，依照前三款的规定从重处罚。"
劳动保障问题,侵害人身权益,劳动条件恶劣/环境污染严重,《中华人民共和国劳动合同法》第八十八条,"用人单位有下列情形之一的，依法给予行政处罚；构成犯罪的，依法追究刑事责任；给劳动者造成损害的，应当承担赔偿责任：
（一）以暴力、威胁或者非法限制人身自由的手段强迫劳动的；
（二）违章指挥或者强令冒险作业危及劳动者人身安全的；
（三）侮辱、体罚、殴打、非法搜查或者拘禁劳动者的；
（四）【劳动条件恶劣、环境污染严重，给劳动者身心健康造成严重损害的】。",暂无,用人单位劳动条件恶劣、环境污染严重，给劳动者身心健康造成严重损害,赔偿劳动者损失|追究刑事责任,给劳动者造成损害的，应当承担赔偿责任,【重大劳动安全事故罪】,《中华人民共和国刑法》第一百三十五条,【安全生产设施或者安全生产条件不符合国家规定，因而发生重大伤亡事故或者造成其他严重后果的】，对直接负责的主管人员和其他直接责任人员，处三年以下有期徒刑或者拘役；情节特别恶劣的，处三年以上七年以下有期徒刑。
劳动保障问题,妇女权益保障,安排女职工从事极重体力劳动或者其他禁忌从事的劳动,《劳动保障监察条例》第二十三条,"用人单位有下列行为之一的，由劳动保障行政部门责令改正，按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款：
（一）【安排女职工从事矿山井下劳动、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动的】；
（二）安排女职工在经期从事高处、低温、冷水作业或者国家规定的第三级体力劳动强度的劳动的；
（三）安排女职工在怀孕期间从事国家规定的第三级体力劳动强度的劳动或者孕期禁忌从事的劳动的；
（四）安排怀孕7个月以上的女职工夜班劳动或者延长其工作时间的；
（五）女职工生育享受产假少于90天的；
（六）安排女职工在哺乳未满1周岁的婴儿期间从事国家规定的第三级体力劳动强度的劳动或者哺乳期禁忌从事的其他劳动，以及延长其工作时间或者安排其夜班劳动的；
（七）安排未成年工从事矿山井下、有毒有害、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动的；
（八）未对未成年工定期进行健康检查的。",暂无,安排女职工从事矿山井下劳动、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动,责令改正|罚款,按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款,暂无,,
劳动保障问题,妇女权益保障,安排女职工在经期从事高处/低温/冷水作业或者重体力劳动,《劳动保障监察条例》第二十三条,"用人单位有下列行为之一的，由劳动保障行政部门责令改正，按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款：
（一）安排女职工从事矿山井下劳动、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动的；
（二）【安排女职工在经期从事高处、低温、冷水作业或者国家规定的第三级体力劳动强度的劳动的】；
（三）安排女职工在怀孕期间从事国家规定的第三级体力劳动强度的劳动或者孕期禁忌从事的劳动的；
（四）安排怀孕7个月以上的女职工夜班劳动或者延长其工作时间的；
（五）女职工生育享受产假少于90天的；
（六）安排女职工在哺乳未满1周岁的婴儿期间从事国家规定的第三级体力劳动强度的劳动或者哺乳期禁忌从事的其他劳动，以及延长其工作时间或者安排其夜班劳动的；
（七）安排未成年工从事矿山井下、有毒有害、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动的；
（八）未对未成年工定期进行健康检查的。",暂无,安排女职工在经期从事高处、低温、冷水作业或者国家规定的第三级体力劳动强度的劳动,责令改正|罚款,按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款,暂无,,
劳动保障问题,未成年保护,依法招录未成年工，但未安排定期体检,《劳动保障监察条例》第二十三条|《中华人民共和国劳动法》第九十五条,"用人单位有下列行为之一的，由劳动保障行政部门责令改正，按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款：
（一）安排女职工从事矿山井下劳动、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动的；
（二）安排女职工在经期从事高处、低温、冷水作业或者国家规定的第三级体力劳动强度的劳动的；
（三）安排女职工在怀孕期间从事国家规定的第三级体力劳动强度的劳动或者孕期禁忌从事的劳动的；
（四）安排怀孕7个月以上的女职工夜班劳动或者延长其工作时间的；
（五）女职工生育享受产假少于90天的；
（六）安排女职工在哺乳未满1周岁的婴儿期间从事国家规定的第三级体力劳动强度的劳动或者哺乳期禁忌从事的其他劳动，以及延长其工作时间或者安排其夜班劳动的；
（七）安排未成年工从事矿山井下、有毒有害、国家规定的第四级体力劳动强度的劳动或者其他禁忌从事的劳动的；
（八）【未对未成年工定期进行健康检查的】。
|【用人单位违反本法对女职工和未成年工的保护规定，侵害其合法权益的】，由劳动行政部门责令改正，处以罚款；对女职工或者未成年工造成损害的，应当承担赔偿责任。","违法事实：鉴于当事人积极配合调查，事后及时主动安排于某进行健康检查，且未对于某造成损害，在处罚幅度上予以考虑。故依据《中华人民共和国劳动法》第九十五条“用人单位违反本法对女职工和未成年工的保护规定，侵害其合法权益的，由劳动行政部门责令改正，处以罚款；对女职工或者未成年工造成损害的，应当承担赔偿责任。”以及《劳动保障监察条例》第二十三条第（八）项“用人单位有下列行为之一的，由劳动保障行政部门责令改正，按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款：……（八）未对未成年工定期进行健康检查的。”之规定，并参照《杭州市人力资源和社会保障行政处罚裁量适用办法》“涉及人数3人以下的，按照每人1000元以上且低于2000元标准罚款”的标准，经本局研究，决定对当事人作出以下
处罚依据：《中华人民共和国劳动法》第九十五条之规定。
处罚决定：处以罚款人民币1000元整。",未对未成年工定期进行健康检查,责令改正|罚款|赔偿劳动者损失,按照受侵害的劳动者每人1000元以上5000元以下的标准计算，处以罚款|对女职工或者未成年工造成损害的，应当承担赔偿责任,暂无,,
