一级,二级,情形抽取,法条依据,法条内容,类案,处罚依据,处罚种类,处罚幅度,涉刑风险,刑法依据,刑法内容
客运车辆,营运问题,招揽包车合同以外的旅客乘车,《浙江省道路运输条例》第七十五条第（一）项|《道路旅客运输及客运站管理规定》第一百条第（七）项,"违反本条例规定，有下列情形之一的，由县级以上道路运输管理机构责令改正，处三百元以上三千元以下罚款，可以并处暂扣三十日以下车辆营运证、从业资格证；情节严重的，由原许可机关吊销车辆营运证、从业资格证、经营许可证或者取消相应客运班线营运权：
　　（一）【包车客运经营者招揽包车合同以外的旅客乘车的】；
　　（二）班车客运经营者途中甩客、站外揽客的；
　　（三）公共汽车客运经营者有违反本条例第十四条规定行为的；
　　（四）出租汽车客运经营者有违反本条例第二十一条规定行为的；
　　（五）客运出租汽车驾驶人员有违反本条例第二十三条规定行为的；
　　（六）包车客运车辆、三类以上客运班线车辆、客运出租汽车和危险货物运输车辆的经营者和驾驶人员，未按规定安装和使用具有行驶记录功能的卫星定位终端设备的；
　　（七）机动车驾驶员培训教练员有违反本条例第五十三条规定行为的；
　　（八）道路运输和道路运输相关业务经营者未按规定实施安全生产管理制度，或者未按规定期限报告道路运输安全情况或者隐瞒、拖延不报、谎报道路运输安全事故的。
|违反本规定，客运经营者有下列情形之一的，由县级以上道路运输管理机构责令改正，处1000元以上3000元以下的罚款：
　　（一）客运班车不按照批准的配客站点停靠或者不按照规定的线路、日发班次下限行驶的；
　　（二）加班车、顶班车、接驳车无正当理由不按照规定的线路、站点运行的；
　　（三）以欺骗、暴力等手段招揽旅客的；
　　（四）擅自将旅客移交他人运输的；
　　（五）在旅客运输途中擅自变更运输车辆的；
　　（六）未报告原许可机关，擅自终止道路客运经营的；
　　（七）客运包车未持有效的包车客运标志牌进行经营的，不按照包车客运标志牌载明的事项运行的，线路两端均不在车籍所在地的，【招揽包车合同以外的旅客乘车的】；
　　（八）开展定制客运未按照规定备案的；
　　（九）未按照规定在发车前对旅客进行安全事项告知的。
　　违反前款第（一）至（六）项规定，情节严重的，由原许可机关吊销相应许可。","违法事实：你单位在2019年，在某市道路运输管理局执法人员在巡查时，发现一辆普通客车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经检查相关证件，并对该车驾驶员金某制作现场笔录后发现：该车驾驶员金某驾驶的普通客车违反《浙江省道路运输条例》第九条，包车客运经营者招揽包车合同以外的旅客乘车。以上事实有书证和视听资料等予以证明。
处罚依据：《浙江省道路运输条例》第七十五条第（一）项之规定。
处罚决定：对你单位处以罚款人民币1500元整，责令改正。
|违法事实，你单位在2018年，在某市道路运输管理局执法人员在巡查时，发现一辆普通客车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经查该车为省际包车，在该路段违章上客6人，计划前往其他地区。调查核实后发现：该车驾驶员石某驾驶的普通客车违反《浙江省道路运输条例》第九条，包车客运经营者招揽包车合同以外的旅客乘车。
处罚依据：《浙江省道路运输条例》第七十五条第（一）项之规定。
处罚决定：对你单位处以罚款人民币500元整，责令改正。",客运经营者招揽包车合同以外的旅客上车。,责令改正|罚款|暂扣证件|吊销执照,处三百元以上三千元以下罚款|处1000元以上3000元以下的罚款,暂无,,
客运车辆,资质问题,使用无效道路客运许可证经营,《道路旅客运输及客运站管理规定》第九十三条第（三）项,"违反本规定，有下列行为之一的，由县级以上道路运输管理机构责令停止经营；有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足2万元的，处3万元以上12万元以下的罚款；构成犯罪的，依法追究刑事责任：
（一）未取得道路客运经营许可，擅自从事道路客运经营的；
（二）未取得道路客运班线经营许可，擅自从事班车客运经营的；
（三）【使用失效、伪造、变造、被注销等无效的道路客运许可证件从事道路客运经营的】；
（四）超越许可事项，从事道路客运经营的。",暂无,使用失效、伪造、变造、被注销等无效的道路客运许可证件从事道路客运经营。,责令停止经营|没收违法所得|罚款|追究刑事责任,有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足2万元的，处3万元以上12万元以下的罚款,【非法经营罪】,《中华人民共和国刑法》第二百二十五条,"违反国家规定，有下列非法经营行为之一，扰乱市场秩序，情节严重的，处五年以下有期徒刑或者拘役，并处或者单处违法所得一倍以上五倍以下罚金；情节特别严重的，处五年以上有期徒刑，并处违法所得一倍以上五倍以下罚金或者没收财产：
　　（一）未经许可经营法律、行政法规规定的专营、专卖物品或者其他限制买卖的物品的；
　　（二）买卖进出口许可证、进出口原产地证明以及其他法律、行政法规规定的经营许可证或者批准文件的；
　　（三）未经国家有关主管部门批准非法经营证券、期货、保险业务的，或者非法从事资金支付结算业务的；
　　（四）【其他严重扰乱市场秩序的非法经营行为】。"
客运车辆,资质问题,超越许可经营,《道路旅客运输及客运站管理规定》第九十三条第（四）项,"违反本规定，有下列行为之一的，由县级以上道路运输管理机构责令停止经营；有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足2万元的，处3万元以上13万元以下的罚款；构成犯罪的，依法追究刑事责任：
（一）未取得道路客运经营许可，擅自从事道路客运经营的；
（二）未取得道路客运班线经营许可，擅自从事班车客运经营的；
（三）使用失效、伪造、变造、被注销等无效的道路客运许可证件从事道路客运经营的；
（四）【超越许可事项，从事道路客运经营的】。",暂无,超越许可事项，从事道路客运经营。,责令停止经营|没收违法所得|罚款|追究刑事责任,有违法所得的，没收违法所得，处违法所得2倍以上10倍以下的罚款；没有违法所得或者违法所得不足2万元的，处3万元以上12万元以下的罚款,【非法经营罪】,《中华人民共和国刑法》第二百二十五条,"违反国家规定，有下列非法经营行为之一，扰乱市场秩序，情节严重的，处五年以下有期徒刑或者拘役，并处或者单处违法所得一倍以上五倍以下罚金；情节特别严重的，处五年以上有期徒刑，并处违法所得一倍以上五倍以下罚金或者没收财产：
　　（一）未经许可经营法律、行政法规规定的专营、专卖物品或者其他限制买卖的物品的；
　　（二）买卖进出口许可证、进出口原产地证明以及其他法律、行政法规规定的经营许可证或者批准文件的；
　　（三）未经国家有关主管部门批准非法经营证券、期货、保险业务的，或者非法从事资金支付结算业务的；
　　（四）【其他严重扰乱市场秩序的非法经营行为】。"
客运车辆,资质问题,使用无证车辆经营,《道路旅客运输及客运站管理规定》第九十七条第一款,"违反本规定，【客运经营者使用未持合法有效《道路运输证》的车辆参加客运经营的】，或者聘用不具备从业资格的驾驶员参加客运经营的，由县级以上道路运输管理机构责令改正，处3000元以上1万元以下的罚款。
　　违反本规定，客运经营者不按照规定随车携带《道路运输证》的，由县级以上道路运输管理机构责令改正，处警告或者20元以上200元以下的罚款。","违法事实: 2022年1月，市交通运输局执法人员通过非现场发现一辆大客车有不合规行为。获知信息后立即通知附近执法人员前往。执法人员发现该大客车正在上客。经调查发现车内实际载客9人，是某厂员工（厂班车业务）。该大客车为甲公司所有，现场驾驶员为甲公司员工高某，车辆行驶证使用性质为旅游客运，但是驾驶员现场无法提供大客车的道路运输证或其他相关证明。经系统调查，未发现大客车申请道路运输证的记录。
处罚依据: 《道路旅客运输及客运站管理规定》第九十七条第一款之规定。
处罚决定：责令改正并罚款人民币3000元整。
|违法事实: 2022年1月，项某驾驶乙公司的一辆大型普通客车在某公交站接乘客29人。该大型普通客车未取得道路运输证。乙公司已取得道路运输经营许可证。
处罚依据: 《道路旅客运输及客运站管理规定》第九十七条第一款之规定。
处罚决定：责令改正并罚款人民币3500元整。",客运经营者使用未持合法有效《道路运输证》的车辆参加客运经营。,责令改正|罚款,处3000元以上1万元以下的罚款,暂无,,
客运车辆,资质问题,使用无证驾驶员经营,《道路旅客运输及客运站管理规定》第九十七条第一款,"违反本规定，客运经营者使用未持合法有效《道路运输证》的车辆参加客运经营的，或者【聘用不具备从业资格的驾驶员参加客运经营的】，由县级以上道路运输管理机构责令改正，处3000元以上1万元以下的罚款。
　　违反本规定，客运经营者不按照规定随车携带《道路运输证》的，由县级以上道路运输管理机构责令改正，处警告或者20元以上200元以下的罚款。",暂无,客运经营者聘用不具备从业资格的驾驶员参加客运经营。,责令改正|罚款,处3000元以上1万元以下的罚款,暂无,,
客运车辆,资质问题,未随车携带《道路运输证》,《道路旅客运输及客运站管理规定》第九十七条第二款,"违反本规定，客运经营者使用未持合法有效《道路运输证》的车辆参加客运经营的，或者聘用不具备从业资格的驾驶员参加客运经营的，由县级以上道路运输管理机构责令改正，处3000元以上1万元以下的罚款。
　　违反本规定，【客运经营者不按照规定随车携带《道路运输证》的】，由县级以上道路运输管理机构责令改正，处警告或者20元以上200元以下的罚款。",暂无,客运经营者不按照规定随车携带《道路运输证》。,责令改正|警告|罚款,处警告或者20元以上200元以下的罚款,暂无,,
客运车辆,营运问题,未对旅客进行安全事项告知,《道路旅客运输及客运站管理规定》第一百条第（九）项,"违反本规定，客运经营者有下列情形之一的，由县级以上道路运输管理机构责令改正，处1000元以上3000元以下的罚款：
　　（一）客运班车不按照批准的配客站点停靠或者不按照规定的线路、日发班次下限行驶的；
　　（二）加班车、顶班车、接驳车无正当理由不按照规定的线路、站点运行的；
　　（三）以欺骗、暴力等手段招揽旅客的；
　　（四）擅自将旅客移交他人运输的；
　　（五）在旅客运输途中擅自变更运输车辆的；
　　（六）未报告原许可机关，擅自终止道路客运经营的
　　（七）客运包车未持有效的包车客运标志牌进行经营的，不按照包车客运标志牌载明的事项运行的，线路两端均不在车籍所在地的，招揽包车合同以外的旅客乘车的；
　　（八）开展定制客运未按照规定备案的；
　　（九）【未按照规定在发车前对旅客进行安全事项告知的】。
　　违反前款第（一）至（六）项规定，情节严重的，由原许可机关吊销相应许可。",暂无,未在发车前对旅客进行安全事项告知。,责令改正|罚款,处1000元以上3000元以下的罚款,暂无,,
客运车辆,营运问题,存在重大运输安全隐患,《道路旅客运输及客运站管理规定》第一百零一条,违反本规定，【客运经营者、客运站经营者存在重大运输安全隐患等情形，导致不具备安全生产条件】，经停产停业整顿仍不具备安全生产条件的，由县级以上道路运输管理机构依法吊销相应许可。,暂无,客运经营者存在重大运输安全隐患等情形，导致不具备安全生产条件。,停业整顿|吊销许可证,暂无,暂无,,
出租车,资质问题,无证经营,《浙江省道路运输条例》第七十一条第（一）项|《巡游出租汽车经营服务管理规定》第四十五条,"违反本条例规定，有下列行为之一的，由县级以上道路运输管理机构责令停止经营，没收违法所得，并处一万元以上五万元以下罚款：
　　（一）【未取得经营许可证】、车辆营运证或者使用伪造、涂改、转让、租借、失效的经营许可证、车辆营运证从事公共汽车或者出租汽车客运经营的；
　　（二）转让或者变相转让客运班线营运权的；
　　（三）未取得经营许可证或者使用伪造、涂改、转让、租借、失效的经营许可证从事营运车辆维修质量检验经营的。|违反本规定，【未取得巡游出租汽车经营许可，擅自从事巡游出租汽车经营活动的】，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以5000元以上2万元以下罚款。构成犯罪的，依法追究刑事责任。","违法事实：你单位在2019年某市道路运输管理局执法人员在巡查时，发现一辆轿车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经检查相关证件，并对该车驾驶员胡某制作现场笔录后发现：该车驾驶员胡某驾驶轿车违反《浙江省道路运输条例》第二十条，未取得经营许可证从事出租汽车客运经营。
处罚依据：《浙江省道路运输条例》第七十一条第（一）项之规定。
处罚决定：对你单位处以罚款人民币10000元整，责令停止经营。
|违法事实：你单位姜某2018年驾驶轿车，在某市火车站搭载两名乘客，商议车费40元。途中因为司机的导航错误耽搁了时间导致没赶上车，所以又要求司机送回。因车费问题起纠纷后，乘客现场报警并通过12328举报。执法人员到达现场后，检查相关证件，并对该车驾驶员姜某制作现场笔录，对乘客制作询问笔录。经负责人立案审批后，调查人员对当事人姜某进行了询问，制作了询问笔录，姜某承认自己未取得经营许可证从事出租汽车客运经营的整个事实。
处罚依据：《浙江省道路运输条例》第七十一条第（一）项之规定。
处罚决定：对你单位处以罚款人民币10000元整。",未取得巡游出租汽车经营许可，擅自从事巡游出租汽车经营活动。,责令改正|责令停止经营|没收违法所得|罚款|追究刑事责任,并处一万元以上五万元以下罚款|并处以5000元以上2万元以下罚款,【非法经营罪】,《中华人民共和国刑法》第二百二十五条,"违反国家规定，有下列非法经营行为之一，扰乱市场秩序，情节严重的，处五年以下有期徒刑或者拘役，并处或者单处违法所得一倍以上五倍以下罚金；情节特别严重的，处五年以上有期徒刑，并处违法所得一倍以上五倍以下罚金或者没收财产：
　　（一）未经许可经营法律、行政法规规定的专营、专卖物品或者其他限制买卖的物品的；
　　（二）买卖进出口许可证、进出口原产地证明以及其他法律、行政法规规定的经营许可证或者批准文件的；
　　（三）未经国家有关主管部门批准非法经营证券、期货、保险业务的，或者非法从事资金支付结算业务的；
　　（四）【其他严重扰乱市场秩序的非法经营行为】。"
出租车,收费问题,议价不打表/要求乘客多付车费等,《巡游出租汽车经营服务管理规定》第四十八条第（一）项,"巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
（一）拒载、【议价】、途中甩客或者故意绕道行驶的；
（二）未经乘客同意搭载其他乘客的；
（三）不按照规定使用计程计价设备、违规收费的；
（四）不按照规定出具相应车费票据的；
（五）不按照规定使用巡游出租汽车相关设备的；
（六）接受巡游出租汽车电召任务后未履行约定的；
（七）不按照规定使用文明用语，车容车貌不符合要求的；
（八）在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的；
（九）转让、倒卖、伪造巡游出租汽车相关票据的。","违法事实：你单位在驾驶员2019年驾驶出租车搭载一名乘客去某收费站后，要求乘客多付车费，被乘客投诉，经调查：该车驾驶员随某驾驶轿车违反《巡游出租汽车经营服务管理规定》第二十三条第（八）项，巡游出租汽车驾驶员议价。
处罚依据：《巡游出租汽车经营服务管理规定》第四十七条第（一）项之规定。
处罚决定：处以罚款人民币200元整，责令改正。
|违法事实：2019年，某市道路运输管理局执法人员接到乘客投诉，发现一辆轿车有违法嫌疑，经调查：该车驾驶员楼某驾驶轿车违反《巡游出租汽车经营服务管理规定》第二十三条第（八）项，巡游出租汽车驾驶员议价。
处罚依据：《巡游出租汽车经营服务管理规定》第四十七条第（一）项之规定。
处罚决定：处以罚款人民币200元整，责令改正。",巡游出租车驾驶员未按照乘客指定的目的地选择合理路线行驶，存在拒载、议价、途中甩客、故意绕道行驶等行为。,责令改正|罚款,并处以5000元以上1万元以下罚款,暂无,,
出租车,营运问题,绕道行驶,《杭州市客运出租汽车管理条例》第五十一条第一款第(五)项|《巡游出租汽车经营服务管理规定》第四十八条第（一）项,"违反本条例规定，客运出租汽车驾驶员有下列情形之一的，由道路运输管理机构责令改正，处三百元以上三千元以下罚款；情节严重的，吊销其客运出租汽车驾驶员从业资格证：
（一）超出经营区域或者未按照规定的经营类型从事服务的；
（二）无正当理由拒绝载客的；
（三）无正当理由不按照承诺提供预约服务的；
（四）无正当理由中断载客服务的；
（五）【无正当理由绕道行驶的】；
（六）未经乘客同意强行搭载其他人员的；
（七）从事巡游出租车服务时未按照规定出示服务监督卡的；
（八）对投诉、举报人或者作出不满意评价的乘客实施报复行为的；
（九）发现乘客遗失物品拒不归还的；
（十）在机场、车站、码头、景区等公共场所的专用通道或者泊位候客时，不服从管理的。
客运出租汽车驾驶员有下列情形之一的，由道路运输管理机构吊销其客运出租汽车驾驶员从业资格证：
（一）侮辱或者殴打乘客、管理人员受到拘留处罚的；
（二）在一个考核年度内被道路运输管理机构处三百元以上罚款累记达三次以上的。
|巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
　　（一）拒载、议价、途中甩客或者【故意绕道行驶的】；
　　（二）未经乘客同意搭载其他乘客的；
　　（三）不按照规定使用计程计价设备、违规收费的；
　　（四）不按照规定出具相应车费票据的；
　　（五）不按照规定使用巡游出租汽车相关设备的；
　　（六）接受巡游出租汽车电召任务后未履行约定的；
　　（七）不按照规定使用文明用语，车容车貌不符合要求的；
　　（八）在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的；
　　（九）转让、倒卖、伪造巡游出租汽车相关票据的。","违法事实：你单位驾驶员张某在2019年驾驶出租车在机场出租车排队处上客，乘客要去火车站，司机到达目的地后收取车费132元，小票显示36.2公里，等候时间为7分31秒，外加上20元过路费，实付152元，后被乘客投诉至12328，经过核实，最近路线大约28公里，故该车驾驶员张某驾驶出租车违反《杭州市客运出租汽车管理条例》第三十一条第(四)项,第三十七条第(二)项，客运出租汽车驾驶员无正当理由绕道行驶的。
处罚依据：《杭州市客运出租汽车管理条例》第五十一条第一款第(五)项之规定。
处罚决定：对你单位处以罚款人民币300元整，责令改正。
|违法事实：你单位驾驶员王某在2019年驾驶轿车从火车站载客一名去酒店，乘客未指定行驶路线，司机行驶路线里程为22公里，经查，该路程正常在16公里左右，后乘客投诉至12328。经检查相关证件，并对该车驾驶员王某制作现场笔录后发现：该车驾驶员王某驾驶轿车违反《杭州市客运出租汽车管理条例》第三十一条第(四)项,第三十七条第(二)项，客运出租汽车驾驶员无正当理由绕道行驶的。
处罚依据：《杭州市客运出租汽车管理条例》第五十一条第一款第(五)项之规定。
处罚决定：对你单位处以罚款人民币300元整，责令改正。",巡游出租车驾驶员未按照乘客指定的目的地选择合理路线行驶，存在拒载、议价、途中甩客、故意绕道行驶等行为。,责令改正|罚款|吊销资格证,处三百元以上三千元以下罚款|并处以200元以上500元以下罚款,暂无,,
出租车,营运问题,让乘客中途下车,《杭州市客运出租汽车管理条例》第五十一条第一款第(四)项|《巡游出租汽车经营服务管理规定》第四十八条第（一）项,"违反本条例规定，客运出租汽车驾驶员有下列情形之一的，由道路运输管理机构责令改正，处三百元以上三千元以下罚款；情节严重的，吊销其客运出租汽车驾驶员从业资格证：
（一）超出经营区域或者未按照规定的经营类型从事服务的；
（二）无正当理由拒绝载客的；
（三）无正当理由不按照承诺提供预约服务的；
（四）【无正当理由中断载客服务的】；
（五）无正当理由绕道行驶的；
（六）未经乘客同意强行搭载其他人员的；
（七）从事巡游出租车服务时未按照规定出示服务监督卡的；
（八）对投诉、举报人或者作出不满意评价的乘客实施报复行为的；
（九）发现乘客遗失物品拒不归还的；
（十）在机场、车站、码头、景区等公共场所的专用通道或者泊位候客时，不服从管理的。
客运出租汽车驾驶员有下列情形之一的，由道路运输管理机构吊销其客运出租汽车驾驶员从业资格证：
（一）侮辱或者殴打乘客、管理人员受到拘留处罚的；
（二）在一个考核年度内被道路运输管理机构处三百元以上罚款累记达三次以上的。
|巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
　　（一）拒载、议价、【途中甩客】或者故意绕道行驶的；
　　（二）未经乘客同意搭载其他乘客的；
　　（三）不按照规定使用计程计价设备、违规收费的；
　　（四）不按照规定出具相应车费票据的；
　　（五）不按照规定使用巡游出租汽车相关设备的；
　　（六）接受巡游出租汽车电召任务后未履行约定的；
　　（七）不按照规定使用文明用语，车容车貌不符合要求的；
　　（八）在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的；
　　（九）转让、倒卖、伪造巡游出租汽车相关票据的。","违法事实：你单位驾驶员江某在2019年驾驶出租车行驶至公交车站附近，接上一拨乘客，后行驶途中驾驶员以不认识路为由让乘客下车。后被乘客投诉至12328。12328转我处调处。经我处调查后发现：该车驾驶员江某驾驶违反《杭州市客运出租汽车管理条例》第二十五条第(五)项，客运出租汽车驾驶员无正当理由中断载客服务的。
处罚依据：《杭州市客运出租汽车管理条例》第五十一条第一款第(四)项之规定。
处罚决定：对你单位 处以罚款人民币300元整，责令改正。
|违法事实：你单位王某2019年驾驶甲公司所属出租车，搭载一名乘客，途中驾驶员王某让乘客下车，被乘客通过12328投诉。经负责人立案审批后，调查人员对当事人王某进行了询问，制作了询问笔录，王某承认自己客运出租汽车驾驶员无正当理由中断载客服务的整个事实。
处罚依据：《杭州市客运出租汽车管理条例》第五十一条第一款第(四)项之规定。
处罚决定：对你单位处以罚款人民币300元整，责令改正。",巡游出租汽车驾驶员存在拒载、议价、途中甩客或者故意绕道行驶等行为。,责令改正|罚款|吊销资格证,处三百元以上三千元以下罚款|并处以200元以上500元以下罚款,暂无,,
出租车,营运问题,拒载乘客,《浙江省道路运输条例》第七十五条第（五）项|《巡游出租汽车经营服务管理规定》第四十八条第（一）项,"违反本条例规定，有下列情形之一的，由县级以上道路运输管理机构责令改正，处三百元以上三千元以下罚款，可以并处暂扣三十日以下车辆营运证、从业资格证；情节严重的，由原许可机关吊销车辆营运证、从业资格证、经营许可证或者取消相应客运班线营运权：
　　（一）包车客运经营者招揽包车合同以外的旅客乘车的；
　　（二）班车客运经营者途中甩客、站外揽客的；
　　（三）公共汽车客运经营者有违反本条例第十四条规定行为的；
　　（四）出租汽车客运经营者有违反本条例第二十一条规定行为的；
　　（五）【客运出租汽车驾驶人员有违反本条例第二十三条规定行为的】；
　　（六）包车客运车辆、三类以上客运班线车辆、客运出租汽车和危险货物运输车辆的经营者和驾驶人员，未按规定安装和使用具有行驶记录功能的卫星定位终端设备的；
　　（七）机动车驾驶员培训教练员有违反本条例第五十三条规定行为的；
　　（八）道路运输和道路运输相关业务经营者未按规定实施安全生产管理制度，或者未按规定期限报告道路运输安全情况或者隐瞒、拖延不报、谎报道路运输安全事故的。
|巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
　　（一）【拒载】、议价、途中甩客或者故意绕道行驶的；
　　（二）未经乘客同意搭载其他乘客的；
　　（三）不按照规定使用计程计价设备、违规收费的；
　　（四）不按照规定出具相应车费票据的；
　　（五）不按照规定使用巡游出租汽车相关设备的；
　　（六）接受巡游出租汽车电召任务后未履行约定的；
　　（七）不按照规定使用文明用语，车容车貌不符合要求的；
　　（八）在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的；
　　（九）转让、倒卖、伪造巡游出租汽车相关票据的。","违法事实：你单位在2018年某市道路运输管理局执法人员在巡查，发现你单位一辆出租汽车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经检查相关证件，并对该车驾驶员颜某制作现场笔录后发现：该车驾驶员颜某驾驶出租汽车在医院空车待租搭载一名乘客，驾驶员以要交班为由拒绝搭载，该车没有交接班制度，违反《浙江省道路运输条例》第二十三条第（五）项，客运出租汽车驾驶人员显示空车时拒绝载客。
处罚依据：《浙江省道路运输条例》第七十五条第（五）项 之规定。
处罚决定：对你单位处以罚款人民币300元整。
|违法事实：你单位在2018年某市道路运输管理局执法人员在巡查时，发现你单位一辆出租车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经检查相关证件，并对该车驾驶员曹某询问调查后发现：该车驾驶员曹某驾驶出租车违反《浙江省道路运输条例》第二十三条第（五）项，客运出租汽车驾驶人员显示空车时拒绝载客。
处罚依据：《浙江省道路运输条例》第七十五条第（五）项 之规定。
处罚决定：对你单位处以罚款人民币300元整。",巡游出租汽车驾驶员存在拒载、议价、途中甩客或者故意绕道行驶等行为。,责令改正|罚款|暂扣证件|吊销执照,处三百元以上三千元以下罚款|并处以200元以上500元以下罚款,暂无,,
出租车,营运问题,未经乘客同意拼载,《浙江省道路运输条例》第七十五条第（五）项|《杭州市客运出租汽车管理条例》第五十一条第一款第(六)项|《巡游出租汽车经营服务管理规定》第四十八条第（二）项,"违反本条例规定，有下列情形之一的，由县级以上道路运输管理机构责令改正，处三百元以上三千元以下罚款，可以并处暂扣三十日以下车辆营运证、从业资格证；情节严重的，由原许可机关吊销车辆营运证、从业资格证、经营许可证或者取消相应客运班线营运权：
　　（一）包车客运经营者招揽包车合同以外的旅客乘车的；
　　（二）班车客运经营者途中甩客、站外揽客的；
　　（三）公共汽车客运经营者有违反本条例第十四条规定行为的；
　　（四）出租汽车客运经营者有违反本条例第二十一条规定行为的；
　　（五）【客运出租汽车驾驶人员有违反本条例第二十三条规定行为的】；
　　（六）包车客运车辆、三类以上客运班线车辆、客运出租汽车和危险货物运输车辆的经营者和驾驶人员，未按规定安装和使用具有行驶记录功能的卫星定位终端设备的；
　　（七）机动车驾驶员培训教练员有违反本条例第五十三条规定行为的；
　　（八）道路运输和道路运输相关业务经营者未按规定实施安全生产管理制度，或者未按规定期限报告道路运输安全情况或者隐瞒、拖延不报、谎报道路运输安全事故的。
|违反本条例规定，客运出租汽车驾驶员有下列情形之一的，由道路运输管理机构责令改正，处三百元以上三千元以下罚款；情节严重的，吊销其客运出租汽车驾驶员从业资格证：
（一）超出经营区域或者未按照规定的经营类型从事服务的；
（二）无正当理由拒绝载客的；
（三）无正当理由不按照承诺提供预约服务的；
（四）无正当理由中断载客服务的；
（五）无正当理由绕道行驶的；
（六）【未经乘客同意强行搭载其他人员的】；
（七）从事巡游出租车服务时未按照规定出示服务监督卡的；
（八）对投诉、举报人或者作出不满意评价的乘客实施报复行为的；
（九）发现乘客遗失物品拒不归还的；
（十）在机场、车站、码头、景区等公共场所的专用通道或者泊位候客时，不服从管理的。
客运出租汽车驾驶员有下列情形之一的，由道路运输管理机构吊销其客运出租汽车驾驶员从业资格证：
（一）侮辱或者殴打乘客、管理人员受到拘留处罚的；
（二）在一个考核年度内被道路运输管理机构处三百元以上罚款累记达三次以上的。
|巡游出租汽车驾驶员违反本规定，有下列情形之一的，由县级以上地方人民政府出租汽车行政主管部门责令改正，并处以200元以上500元以下罚款：
　　（一）拒载、议价、途中甩客或者故意绕道行驶的；
　　（二）【未经乘客同意搭载其他乘客的】；
　　（三）不按照规定使用计程计价设备、违规收费的；
　　（四）不按照规定出具相应车费票据的；
　　（五）不按照规定使用巡游出租汽车相关设备的；
　　（六）接受巡游出租汽车电召任务后未履行约定的；
　　（七）不按照规定使用文明用语，车容车貌不符合要求的；
　　（八）在机场、火车站、汽车客运站、港口、公共交通枢纽等客流集散地不服从调度私自揽客的；
　　（九）转让、倒卖、伪造巡游出租汽车相关票据的。","违法事实：你单位在2018年某市道路运输管理局执法人员巡查时，发现你单位轿车有违法嫌疑，于是指挥该车驾驶员靠边停车接受检查。经检查相关证件，并对该乘客董某制作询问笔录后发现：该车驾驶员江某驾驶轿车在汽车站出租车上客处未经乘客允许强行拼载，其行为违反《浙江省道路运输条例》第二十三条第（五）项，客运出租汽车驾驶人员未经乘客同意拼载。
处罚依据：《浙江省道路运输条例》第七十五条第（五）项之规定。
处罚决定：对你单位处以罚款人民币300元整。
|违法事实：你单位2018年所聘驾驶员李某驾驶出租车，未经乘客同意搭载欲前往另一目的地的乘客，被乘客通过12328投诉。经负责人立案审批后，调查人员对当事人李某进行了询问，制作了询问笔录，李某承认自己客运出租汽车驾驶员未经乘客同意强行搭载其他人员的整个事实。
处罚依据：《杭州市客运出租汽车管理条例》第五十一条第一款第(六)项之规定。
处罚决定：对你单位处以罚款人民币300元整。",巡游出租汽车驾驶员未经乘客同意搭载其他乘客。,责令改正|罚款|暂扣证件|吊销执照,处三百元以上三千元以下罚款|并处以200元以上500元以下罚款,暂无,,
