一级,二级,情形抽取,法条依据,法条内容,类案,处罚依据,处罚种类,处罚幅度,涉刑风险,刑法依据,刑法内容
环境问题,擅立广告牌,未经许可擅自设置大型户外广告设施,《杭州市户外广告设施和招牌指示牌管理条例》第三十二条第一款,"违反本条例第十三条第一款规定，【未经许可擅自设置大型户外广告设施的】，责令限期拆除；逾期不拆除的，处一万元以上十万元以下罚款。
违反本条例第十三条第二款规定，设置其他户外广告设施和招牌、指示牌未按照规定备案的，责令其在规定时间内备案，可以处五百元以上三千元以下罚款；对其中不符合设置规定的，责令限期改造或者拆除。","违法事实：2022年02月16日16时05分，我局中队执法人员在检查中发现，当事人在某地有擅自设置大型户外广告设施的行为。经查，当事人在该建筑物墙上设置一块大型户外广告，由角钢和喷绘布制成，内容为“Tcar全面招商创意工业遗存推进产业升级招商热线”，蓝底白字，面积伍拾平方米（高10米*宽5米）。经进一步调查查明，当事人甲公司是在该建筑物擅自设置大型户外广告设施的直接责任人，于2022年02月初在墙上设置壹块大型户外广告。经核实，当事人未办理相关审批手续。当事人行为违反《杭州市户外广告设施和招牌指示牌管理条例》第十三条第一款之规定。
处罚依据：《杭州市户外广告设施和招牌指示牌管理条例》第三十二条第一款之规定。
处罚决定：责令当事人收到《行政处罚决定书》之日起三日内拆除大型户外广告设施。
|违法事实：2020年10月28日下午，当事人在城北侧擅自设置大型户外广告设施，该广告设施为钢架结构，表面覆盖耐力板，呈不规则形状，面积约150平方米。2020年12月5日我局向管委会城发局发出联系函，其反馈意见为：未经审批。当事人行为违反《杭州市户外广告设施和招牌指示牌管理条例》第十三条第一款。
处罚依据：《杭州市户外广告设施和招牌指示牌管理条例》第三十二条第一款之规定。
处罚决定：罚款人民币55000元整。",未经许可擅自设置大型户外广告设施,责令改正|罚款,处一万元以上十万元以下罚款,暂无,,
环境问题,车身广告未备案,在车身喷涂或张贴广告未备案,《杭州市户外广告设施和招牌指示牌管理条例》第三十二条第二款,"违反本条例第十三条第一款规定，未经许可擅自设置大型户外广告设施的，责令限期拆除；逾期不拆除的，处一万元以上十万元以下罚款。
违反本条例第十三条第二款规定，【设置其他户外广告设施和招牌、指示牌未按照规定备案的】，责令其在规定时间内备案，可以处五百元以上三千元以下罚款；对其中不符合设置规定的，责令限期改造或者拆除。","违法事实：你单位于2017年03月在某室成立分公司，为了扩大货拉拉企业品牌的影响力，出于企业的需求，从2017年03月日开始，在未向市容环卫主管部门备案的情况下，根据企业《货拉拉司机信息服务协议（线上接单）补充协议》的相关规定，强制要求杭州市区域内货拉拉司机版APP平台注册从事货运的车辆，必需粘贴（或喷涂）货拉拉车身广告。在杭州市区域内从事货拉拉货运的车辆主要分为两部分，一部分是司机版APP平台注册的司机自己车辆，另一部分是司机从第三方租赁而来车辆，涉及车型有面包车、平板车、封闭箱货面包车、4.2米大型厢货车、高栏货车等，其中70%—80%为面包车类型。车身广告主要粘贴（或喷涂）在车身两侧及后背位置，广告面积根据不同的车型，约占车身面积三分之一。车身广告样式也有5种，面包车、平板车、封闭箱货面包车、4.2米大型厢货车、高栏货车。车身广告内容有：“货拉拉”、“拉货就找货拉拉”、“货拉拉拉货·搬家·运大件”、“拉货就找货拉拉APP”及“啥车都有运啥都快码上领券下单”及货拉拉二维码等。在杭州区域货拉拉司机版APP平台注册的司机及车辆是20000多辆，平时从事跑单业务比较活跃的只有4000-5000辆，均粘贴有车身广告。当事人在2021年5月7日收长效管理工作推进小组办公室《关于规范各类营运车辆车身标识设置的通知》后，仍没按照要求进行整改，直至2021年07月04日上午，执法人员发现当事人仍继续对注册货运车辆进行老样式货拉拉车身广告粘贴。违反了《杭州市户外广告设施和招牌指示牌管理条例》第十三条第二款“设置其他户外广告设施和招牌、指示牌的，应当报市容环卫主管部门备案。”之规定，属于设置其他户外广告设施未按照规定备案的违法行为。
处罚依据：《杭州市户外广告设施和招牌指示牌管理条例》第三十二条第二款之规定
处罚决定：对你单位处罚款人民币3000元整
|违法事实：当事人杨某自2021年5月从杭州某快递有限公司租用一辆轻型封闭式货车，于6月份加盟滴滴货运平台，当事人加盟滴滴货运平台后，在未向市容环卫主管部门备案的情况下，擅自在其租用的一辆轻型封闭式货车车身及后背设置其它广告设施，设置内容如下：1.车身两侧张贴的内容为：白底红字、写有“拉货搬家滴滴更省心”“大平台有保障”“无需比价”“全程无忧”及滴滴货运二维码；2.车身后背张贴的内容为：红底白字，写有“拉货搬家滴滴更省心”及“滴滴货运”。广告面积为1.4平方米左右。当事人的行为违反了《杭州市户外广告设施和招牌指示牌管理条例》第十三条第二款“设置其他户外广告设施和招牌、指示牌的，应当报市容环卫主管部门备案。”之规定，属于设置其他户外广告设施未按照规定备案的违法行为。
处罚依据：《杭州市户外广告设施和招牌指示牌管理条例》第三十二条第二款之规定
处罚决定：对你处罚款人民币500元整",设置其他户外广告设施和招牌、指示牌未按照规定备案,责令改正|罚款,可以处五百元以上三千元以下罚款,暂无,,
环境问题,工地不设围墙,施工工地不按规定设置遮挡围墙,《杭州市城市扬尘污染防治管理办法》第六条|《杭州市城市扬尘污染防治管理办法》第二十二条第（一）项,"【建筑工程、拆房施工工地周围应当分别设置不低于2.5米、2.1米的遮挡围墙，市政设施、道路挖掘施工工地周围应当设置不低于2.1米的硬质密闭围档】。
|城市管理行政执法机关对违反本办法规定的单位和个人，按以下规定实施处罚:
（一）【建筑工程、市政设施、道路挖掘施工单位违反本办法第六条规定的】，责令其停止违法行为，限期改正,给予警告，并可处以500元以上5000元以下的罚款;
（二）道路挖掘施工单位违反本办法第七条、第十条规定的，责令其停止违法行为，限期改正，给予警告，并可处以500元以上5000元以下的罚款;
（三）违反本办法第十三条规定的，责令其限期改正，给予警告，对公共设施的产权人可处以200元以上2000元以下的罚款，对高层建筑物的产权人或物业管理单位可处以500元以上5000元以下的罚款;
（四）违反本办法第十七条规定的，责令其立即改正，限期清理或采取补救措施，给予警告，并可处以2000元以上20000元以下的罚款;
（五）城市环境卫生作业单位违反本办法，未按规定履行清扫保洁任务或清扫保洁质量不符合要求的，责令其限期改正，给予警告，并可处以200元以上2000元以下的罚款。","违法事实：你单位是某地块工地的施工总承包单位。从2021年9月份进场施工，进场施工时工地就设置有砖砌围墙。围墙东至通益路，南至祥园路，西至祥景路，北至祥运路，该工地围墙总长度为600米，在工地南侧临祥园路一侧长150米的工地围墙高度只有2.4米，未达到不低于2.5米的要求，其余围墙高度均达到了2.5米。因后期地块建设方要对原有的砖砌围墙进行改造并设置广告，要求你单位先不要对围墙进行改建，等建设方的方案出来后再同步进行改建，所以就没有立即对原有围墙进行加高改建。你单位的该行为于2021年10月27日10：20时被执法队员依据职权检查时查获。你单位的行为违反《杭州市城市扬尘污染防治管理办法》第六条的规定，属于施工工地不按规定设置遮挡围墙的违法行为。
处罚依据：《杭州市城市扬尘污染防治管理办法》第二十二条第（一）项之规定
处罚决定：对你单位处罚款人民币1000元",建筑工程、拆房施工工地周围未分别设置不低于2.5米、2.1米的遮挡围墙，市政设施、道路挖掘施工工地周围未设置不低于2.1米的硬质密闭围档,责令改正|警告|罚款,并可处以500元以上5000元以下的罚款,暂无,,
环境问题,未防尘降尘,施工工地未设置密闭式防尘网围挡,《中华人民共和国大气污染防治法》第一百一十五条第一款第（一）项,"违反本法规定，施工单位有下列行为之一的，由县级以上人民政府住房城乡建设等主管部门按照职责责令改正，处一万元以上十万元以下的罚款；拒不改正的，责令停工整治：
（一）【施工工地未设置硬质围挡，或者未采取覆盖、分段作业、择时施工、洒水抑尘、冲洗地面和车辆等有效防尘降尘措施的】；
（二）建筑土方、工程渣土、建筑垃圾未及时清运，或者未采用密闭式防尘网遮盖的。
违反本法规定，建设单位未对暂时不能开工的建设用地的裸露地面进行覆盖，或者未对超过三个月不能开工的建设用地的裸露地面进行绿化、铺装或者遮盖的，由县级以上人民政府住房城乡建设等主管部门依照前款规定予以处罚。","违法事实：你单位是某地块项目的项目总承包单位。2021年11月开始施工，现正处于地下室施工和部分建筑的主体结构施工阶段。工地北侧有一条施工通道，因这段时间位于工地中北部的位置正在地下室施工，有重型工程车进出，而工地的下层土方主要是粉砂土，粘性不好，车辆在行驶过程中容易从车上掉下来。所以导致通道内有部分路段积泥现象严重，积泥路段长有25米，宽6米，面积150平方米。半个月前，工地内的部分建筑已经完成地下室施工需要进行回填，回填完成后。因为当事人的管理人员疏忽，没有立即对裸露的地面进行覆盖，所以导致在工地北侧围挡内存在裸露地面，裸露地面长10米，宽4米，面积为40平方米,裸露地面没有采用密闭式防尘网进行覆盖。该行为于2022年6月21日10：00时，执法队员至工地检查时被查获，后当事人于2022年6月21日17时前对施工通道进行了清扫，对非施工作业区内的裸露地面都采用了密闭式防尘网进行覆盖。当事人违反中华人民共和国大气污染防治法》第六十九条第三款之规定，属于未采取有效防尘降尘措施的违法行为。
处罚依据：《中华人民共和国大气污染防治法》第一百一十五条第一款第（一）项之规定
处罚决定：对你单位处:罚款人民币10000元整。",施工工地未设置硬质围挡，或者未采取覆盖、分段作业、择时施工、洒水抑尘、冲洗地面和车辆等有效防尘降尘措施,责令改正|罚款|责令停工整顿,处一万元以上十万元以下的罚款,暂无,,
环境问题,未防尘降尘,施工工地未采取有效防尘降尘措施,《中华人民共和国大气污染防治法》第一百一十五条第一款第（一）项,"违反本法规定，施工单位有下列行为之一的，由县级以上人民政府住房城乡建设等主管部门按照职责责令改正，处一万元以上十万元以下的罚款；拒不改正的，责令停工整治：
（一）【施工工地未设置硬质围挡，或者未采取覆盖、分段作业、择时施工、洒水抑尘、冲洗地面和车辆等有效防尘降尘措施的】；
（二）建筑土方、工程渣土、建筑垃圾未及时清运，或者未采用密闭式防尘网遮盖的。
违反本法规定，建设单位未对暂时不能开工的建设用地的裸露地面进行覆盖，或者未对超过三个月不能开工的建设用地的裸露地面进行绿化、铺装或者遮盖的，由县级以上人民政府住房城乡建设等主管部门依照前款规定予以处罚。","违法事实：你单位某地块商品住宅（设配套公建）工地用地面积34172平方米，总建筑面积113095.60平方米，合同计划从2022年2月28日开工，建设单位是甲公司，施工单位即乙公司，竣工时间为2024年10月30日。施工单位承包范围包括土建工程、水电安装工程等，实际是从2022年3月中旬开始施工，现在该工程处于基础工程和土方施工阶段，执法队员检查时该工程处于基础工程阶段和土方出土阶段。调查发现该工地内部用钢板进行了路面硬化，由于工程现在正处于土方阶段，每天有大量的挖掘机在工地进行挖掘以及渣土外运，该工地围墙上本来设置了喷淋，工地也有雾炮，并有洒水车用来抑制尘土飞扬，但由于前段时间一直有雨，就疏忽了，所以没有及时打开和使用这些降尘防尘设备，再加上该工地每天出土量比较大，渣土车出入频繁，现场调度也不够合理，工人清理积泥不够及时细致，有时候根本来不及清理通道路面积泥，只顾着冲洗渣土车辆，导致大量渣土掉在出入口通道上，甚至于泥浆水外流到工地出入口外面，从而导致该工地出入口通道有大量积泥，直到2022年06月06日被执法人员检查发现。发现该行为后，执法队员出示证件表明身份并告知公务后依职权检查，现场拍照摄像取证，并经与工地负责人共同测量，路面积泥通道长15米，宽8米，面积为120平方米。执法队员开具《接受调查处理通知书》、《责令限期改正违法行为通知书》各1份，责令限期进行整改，并制作《现场笔录》一份，当事人代表予以签收。2022年06月10日，我执法人员到该工地复查整改情况，当事人已按要求完成整改，情况良好。因此当事人违反《中华人民共和国大气污染防治法》第六十九条第三款“施工单位应当在施工工地设置硬质围挡，并采取覆盖、分段作业、择时施工、洒水抑尘、冲洗地面和车辆等有效防尘降尘措施。建筑土方、工程渣土、建筑垃圾应当及时清运；在场地内堆存的，应当采用密闭式防尘网遮盖。工程渣土、建筑垃圾应当进行资源化处理。”之规定，属于未采取有效防尘降尘措施的违法行为。
处罚依据：《中华人民共和国大气污染防治法》第一百一十五条第一款第（一）项之规定
处罚决定：对你单位处罚款人民币10000元整。",施工工地未设置硬质围挡，或者未采取覆盖、分段作业、择时施工、洒水抑尘、冲洗地面和车辆等有效防尘降尘措施,责令改正|罚款|责令停工整顿,处一万元以上十万元以下的罚款,暂无,,
环境问题,未覆盖裸露地面,建设单位未对不能开工的建设用地裸露地面进行覆盖、绿化、铺装或者遮盖,《中华人民共和国大气污染防治法》第一百一十五条第二款,"违反本法规定，施工单位有下列行为之一的，由县级以上人民政府住房城乡建设等主管部门按照职责责令改正，处一万元以上十万元以下的罚款；拒不改正的，责令停工整治：
（一）施工工地未设置硬质围挡，或者未采取覆盖、分段作业、择时施工、洒水抑尘、冲洗地面和车辆等有效防尘降尘措施的；
（二）建筑土方、工程渣土、建筑垃圾未及时清运，或者未采用密闭式防尘网遮盖的。
违反本法规定，【建设单位未对暂时不能开工的建设用地的裸露地面进行覆盖，或者未对超过三个月不能开工的建设用地的裸露地面进行绿化、铺装或者遮盖的】，由县级以上人民政府住房城乡建设等主管部门依照前款规定予以处罚。","违法事实：你单位是某地块的建设单位，该地块于2021年6月由甲公司和杭州市规划和自然资源局签订有《国有建设用地使用权出让合同》，之后又在2021年7月7日由甲公司和杭州市规划和自然资源局以及当事人乙房地产开发有限公司签订了《3某3号《土地出让合同》补充协议（一）》，最终约定地块的受让方为你单位，地块总面积为28901平方米，土地用途为商业商务用地。2021年9月，当事人乙公司进场开始进行地块建设的前期准备工作。对工地西侧进行了地面硬化，并设置了部分施工用房。但因为出让土地的土地款没有交齐，办不了《施工许可证》，所以你单位进场后未能开工建设。为了加快地块开发的进度，你单位先行对地块进行平整和场地内的清障施工，同时让施工单位的施工机械先行进场，为后期的施工做好准备。施工过程中有部分工程渣土就堆积在场地内，打算等后期的施工单位进场后进行清运。平整施工在2021年9月底完成，考虑到后期的施工单位机械要进场，为了减少防尘网的损耗，没有对裸露地面立即进行覆盖。导致在该工地中部及东部均有裸露的地面和部分堆积的工程渣土未进行覆盖，未覆盖的裸露地面长85米，宽50米，面积4250平方米。当事人的该行为于2021年10月3日15：30时，被执法队员依据职权检查时查获。后你单位在2021年10月前对裸露的地面和堆积的工程渣土进行了覆盖。当事人违反了《中华人民共和国大气污染防治法》第六十九条第五款之规定，属于建设单位未对暂时不能开工的建设用地的裸露地面进行覆盖的违法行为。
处罚依据：《中华人民共和国大气污染防治法》第一百一十五条之规定
处罚决定：对你单位处罚款人民币51000元整。",建设单位未对暂时不能开工的建设用地的裸露地面进行覆盖，或者未对超过三个月不能开工的建设用地的裸露地面进行绿化、铺装或者遮盖,责令改正|罚款|责令停工整顿,处一万元以上十万元以下的罚款,暂无,,
交通设施管理问题,占用道路,擅自占用城市道路设施、桥涵设施、城市河道设施,《杭州市市政设施管理条例》第五十八条,【擅自占用、挖掘城市道路设施、桥涵设施、城市河道设施的】，由城市管理行政执法机关责令行为人停止违法行为，恢复原状，赔偿损失，按规定补交城市道路占用费或城市道路挖掘修复费，并可处二万元以下的罚款。,"违法事实：你单位为某河段亮化提升工程三标段工程项目施工分包方，分包其中的景观亮化灯具、供电及相关电缆、管线安装、灯具控制安装及调试的工程项目。当事人因开挖的管沟需要回填，施工的场地较小，为了便于施工作业。于2022年05月09日8时左右开始，就将回填管沟用的沙石临时堆放在该工地旁的人行道上。占用城市道路面积为7.5平方米。该行为于2022年05月执法人员依据职权检查时查获。当事人于当天整改完毕。当事人的行为违反了《杭州市市政设施管理条例》第十九条第（一）项之规定：“在城市道路设施范围内，禁止下列行为：（一）擅自占用、挖掘城市道路设施的规定”，属于擅自占用城市道路的违法行为。 
处罚依据：《杭州市市政设施管理条例》第五十八条第一款之规定
处罚决定：对你单位处罚款人民币1400元整 
|违法事实：你单位因考虑老旧小区立面整治改造工程需要，为了方便运走拆卸下来的不锈钢保笼，就在人行道上堆放了不锈钢保笼，占用了一部分人行道。这一行为于2021年11月执法人员巡查时发现。经执法人员现场测量，当事人堆放不锈钢保笼占用城市道路长2.9米，宽1.5米，面积计4.35平方米。当事人不能提供相关主管部门的占道审批手续。当事人的行为违反了《杭州市市政设施管理条例》第十九条第（一）项的规定，属于擅自占用城市道路的违法行为。2021年11月17日，经执法人员复查，当事人已按要求整改了违法行为。 另经查证，当事人具有一年内再次发生相同违法行为的情节应当从重处罚。
处罚依据：《杭州市市政设施管理条例》第五十八条第一款之规定 
处罚决定：对你单位处罚款人民币10000元整；",擅自占用、挖掘城市道路设施、桥涵设施、城市河道设施,责令停止|罚款,并可处二万元以下的罚款,暂无,,
交通设施管理问题,损害道路,对城市道路造成道路裂缝/沉降/凹陷,《城市道路管理条例》第二十七条第（七）项|《城市道路管理条例》第四十二条,"城市道路范围内禁止下列行为：
（一）擅自占用或者挖掘城市道路；
（二）履带车、铁轮车或者超重、超高、超长车辆擅自在城市道路上行驶；
（三）机动车在桥梁或者非指定的城市道路上试刹车；
（四）擅自在城市道路上建设建筑物、构筑物；
（五）在桥梁上架设压力在4公斤/平方厘米（0.4兆帕）以上的煤气管道、10千伏以上的高压电力线和其他易燃易爆管线；
（六）擅自在桥梁或者路灯设施上设置广告牌或者其他挂浮物；
（七）【其他损害、侵占城市道路的行为】。
|【违反本条例第二十七条规定，或者有下列行为之一】的，由市政工程行政主管部门或者其他有关部门责令限期改正，可以处以2万元以下的罚款；造成损失的，应当依法承担赔偿责任：
（一）未对设在城市道路上的各种管线的检查井、箱盖或者城市道路附属设施的缺损及时补缺或者修复的；
（二）未在城市道路施工现场设置明显标志和安全防围设施的；
（三）占用城市道路期满或者挖掘城市道路后，不及时清理现场的；
（四）依附于城市道路建设各种管线、杆线等设施，不按照规定办理批准手续的；
（五）紧急抢修埋设在城市道路下的管线，不按照规定补办批准手续的；
（六）未按照批准的位置、面积、期限占用或者挖掘城市道路，或者需要移动位置、扩大面积、延长时间，未提前办理变更审批手续的。","违法事实：你单位承接了位于某校区西区学生生活区组团（北）建设工程项目的护校河基坑开挖分包施工任务。2021年6月24日在护校河施工开挖过程中，因河道基坑距离现状道路较近，河道的开挖导致土体产生一定的变形，以及梅雨季节，基坑内外水土压力较大，造成工地北侧市政道路博创街人行道、车行道产生裂缝、沉降、凹陷。当日下午13：20时，项目部人员发现工地北侧人行道、车行道产生裂缝、沉降、凹陷。该道路裂缝、沉降、凹陷修复后的数据为：长30.6米，最宽处2米，最窄处0.3米。现在道路裂缝、沉降、凹陷处已临时回填完成。当事人的行为违反《城市道路管理条例》第二十七条第（七）项的规定，属于损害城市道路的违法行为。  
处罚依据：《城市道路管理条例》第四十二条之规定 
处罚决定：对你单位处罚款人民币10000元整的行政处罚",损害、侵占城市道路,责令改正|罚款,处两万元以下罚款,暂无,,
交通设施管理问题,车辆超限行驶,特殊车辆擅自在城市道路上行驶,《城市道路管理条例》第二十七条第（二）项|《城市道路管理条例》第四十二条,"城市道路范围内禁止下列行为：
（一）擅自占用或者挖掘城市道路；
（二）【履带车、铁轮车或者超重、超高、超长车辆擅自在城市道路上行驶】；
（三）机动车在桥梁或者非指定的城市道路上试刹车；
（四）擅自在城市道路上建设建筑物、构筑物；
（五）在桥梁上架设压力在4公斤/平方厘米（0.4兆帕）以上的煤气管道、10千伏以上的高压电力线和其他易燃易爆管线；
（六）擅自在桥梁或者路灯设施上设置广告牌或者其他挂浮物；
（七）其他损害、侵占城市道路的行为。
|【违反本条例第二十七条规定，或者有下列行为之一的】，由市政工程行政主管部门或者其他有关部门责令限期改正，可以处以2万元以下的罚款；造成损失的，应当依法承担赔偿责任：
（一）未对设在城市道路上的各种管线的检查井、箱盖或者城市道路附属设施的缺损及时补缺或者修复的；
（二）未在城市道路施工现场设置明显标志和安全防围设施的；
（三）占用城市道路期满或者挖掘城市道路后，不及时清理现场的；
（四）依附于城市道路建设各种管线、杆线等设施，不按照规定办理批准手续的；
（五）紧急抢修埋设在城市道路下的管线，不按照规定补办批准手续的；
（六）未按照批准的位置、面积、期限占用或者挖掘城市道路，或者需要移动位置、扩大面积、延长时间，未提前办理变更审批手续的。","违法事实：你单位于2022年5月所有的一辆半挂牵引货运车在未取得市政主管部门审批手续的情况下，车货总质量(66.15吨）超过40吨通过某路段北向南方向。该行为于2022年5月12日被我局执法人员依据职权通过杭州市市政设施管理中心的超限监管系统平台检查时查获。当事人的行为违反《城市道路管理条例》第二十七条第（二）项 ，属超重车辆擅自在城市道路上行驶的违法行为。
处罚依据：《城市道路管理条例》第四十二条之规定。
处罚决定：对你单位处罚款人民币13000元整 。
|违法事实：你单位承接了地铁某站施工工地打桩机用的泥浆运输任务，在2021年11月派遣公司驾驶员驾驶一辆重型罐式自卸货车从某地块绿地兼地下停车场建设工地装载的泥浆运送到地铁站施工工地，车辆按公司规划的路线行驶，于当日某路从东往西行驶，途经杭州市市政设施管理中心设置的超限检测提示牌（前方200m超限检测）、动态公路车辆自动衡器（型号规格：ZDG-40-DZ）、限载40吨桥梁限重牌等明显位置设施、以及车辆不上桥可走的辅道后，未经市政主管部门审批，继续驾驶超重车辆从北星桥上行驶通过，当事人所有的该辆重型罐式自卸货车在通过动态公路车辆自动衡器时，检测数据为：过车时间：2021-11-28 ；21：52：15；车轴数：4轴；总重（Ｔ）55.8；超限量：15.8；超限率（%）39.5。　当事人的行为违反《城市道路管理条例》第二十七条第（二）项 “城市道路范围内禁止下列行为：履带车、铁轮车或者超重、超高、超长车辆擅自在城市道路上行驶；”属超重车辆擅自在城市道路上行驶的违法行为。
处罚依据：《城市道路管理条例》第四十二条之规定。
处罚决定：对你单位处罚款人民币13000元整 。",履带车、铁轮车或者超重、超高、超长车辆擅自在城市道路上行驶,责令改正|罚款|赔偿损失,处以2万元以下的罚款,暂无,,
交通设施管理问题,擅自修筑出入口,擅自修筑/封堵道路出入口,《杭州市市政设施管理条例》第六十条第（五）项,"违反本条例，有下列行为之一的，由城市管理行政执法机关责令行为人改正，赔偿损失，并可处以五十元以上二千元以下的罚款：
（一）在道路上冲洗机动车辆；
（二）在路面焚烧垃圾及其他物品；
（三）在桥涵设施管理范围内挖坑取土，倾倒废土、垃圾等废弃物；
（四）将垃圾、粪便、废土等污水废物倒入、扫入雨水口、检查井内；
（五）【擅自修筑或封堵道路出入口】或在车行道与人行道之间设置接坡；
（六）损坏保护隧道的植被。","违法事实：现查明，位于某地块拆迁安置房项目工地，某建设集团有限公司为承包方（施工单位），当事人杭州某建筑劳务有限公司为其分包方，分包其中的泥工、木工、钢筋工、架子工等工程项目，开工日期是2021年8月18日。为了方便车辆出入，2021年8月，当事人负责在该项目工地北面华丰路上违法修筑了一个道路出入口，该出入口长8米，宽4.5米，计面积36平方米，并在该出入口处安装长8米，高6米的铁门架，配有两扇高2.5米铁门，同时装有顶棚用来避雨。当事人的行为违反《杭州市市政设施管理条例》第十九条第（十）项的规定，属擅自修筑道路出入口的违法行为。
处罚依据：《杭州市市政设施管理条例》第六十条第（五）项之规定
处罚决定：对你单位处罚款人民币1000元整
|违法事实：现查明，当事人甲公司是位于某路交叉口东北侧的地块商品住宅（设配套公建)二标工程项目工地建设单位，该工程二标由乙公司（施工单位）承建，开工日期是2021年8月。为了方便车辆出入，2021年8月5日，，当事人甲公司负责在该项目工地南面观音漾弄上违法修筑了一个道路出入口，该出入口长8米，宽3.2米，共计面积25.6平方米，并在该出入口处安装长8米，高5米的铁门架，配有长8米，高1.5米的电动伸缩门，同时装有顶棚用来避雨，经2021年9月复查，当事人已将道路出入口进行封堵已整改完毕。当事人的行为违反《杭州市市政设施管理条例》第十九条第（十）项的规定，属擅自修筑道路出入口的违法行为。
处罚依据：《杭州市市政设施管理条例》第六十条第（五）项之规定
处罚决定：对你单位处罚款人民币1000元",擅自修筑或封闭道路入口或在车行道与人行道之间设置接坡,责令改正|罚款|赔偿损失,并可处以五十元以上二千元以下的罚款,暂无,,
交通设施管理问题,擅自设置接坡,擅自在车行道与人行道之间设置接坡,《杭州市市政设施管理条例》第六十条第（五）项,"违反本条例，有下列行为之一的，由城市管理行政执法机关责令行为人改正，赔偿损失，并可处以五十元以上二千元以下的罚款：
（一）在道路上冲洗机动车辆；
（二）在路面焚烧垃圾及其他物品；
（三）在桥涵设施管理范围内挖坑取土，倾倒废土、垃圾等废弃物；
（四）将垃圾、粪便、废土等污水废物倒入、扫入雨水口、检查井内；
（五）擅自修筑或封堵道路出入口或【在车行道与人行道之间设置接坡】；
（六）损坏保护隧道的植被。","违法事实：你单位汽车维修服务部(李某）因为考虑到业务需要，为了方便车辆进出，就用四块可移动的橡胶板将服务部门前的车行道与人行道之间设置接坡。这一行为于2022年4月执法人员巡查时发现，经执法人员现场测量，每块钢板长 0.45 米，宽 0.35 米，共计长度 1.8 米。当事人不能提供相关主管部门的接坡审批手续。经执法人员复查，当事人已按要求整改了违法行为。当事人的行为违反了《杭州市市政设施管理条例》第十九条第（十）项的规定，属于擅自在车行道与人行道之间设置接坡的违法行为。 
处罚依据：《杭州市市政设施管理条例》第六十条第（五）项之规定 
处罚决定：对你单位处罚款人民币400元整
|违法事实：你单位为了经营的需要，方便来店车辆的进出，在某出入口前的车行道与人行道之间设置接坡,接坡为可移动塑胶结构，长度为4.5米，宽度为0.45米，共2处，合计长度为9米。该行为涉嫌在车行道与人行道之间设置接坡，该行 为于 2022年1月被局执法人员依据职检查中发现。当事人行为 涉嫌违反《杭州市市政设施管理条例》第十九条第（十）项之规定，属于擅自在车行道与人行道之间设置接坡的违法行为。 
处罚依据：《杭州市市政设施管理条例》第六十条第（五）项的规定和《杭州市城市管理行政处罚自由裁量权实施办法》 之规定。
处罚决定：对你单位处罚款人民币2000元整",擅自修筑或封闭道路入口或在车行道与人行道之间设置接坡,责令改正|罚款,并可处以五十元以上二千元以下的罚款,暂无,,
交通设施管理问题,河道施工未审批,在开工前未将施工方案备案,《浙江省河道管理条例》第四十四条第一款,"违反本条例第三十五条第一款规定，【施工单位在开工前未将施工方案报县级以上人民政府水行政主管部门备案的】，由县级以上人民政府水行政主管部门责令限期改正；逾期不改正的，处三千元以上三万元以下的罚款；未经县级以上人民政府水行政主管部门批准临时筑坝围堰、开挖堤坝、管道穿越堤坝、修建阻水便道便桥的，由县级以上人民政府水行政主管部门责令限期改正，处一万元以上十万元以下的罚款。
违反本条例第三十五条第二款、第三款规定，施工单位未按要求恢复河道原状，或者建设单位未按照要求修复受损河道工程及其配套设施或者未及时进行河道清淤的，由县级以上人民政府水行政主管部门责令限期改正；逾期不改正的，处一万元以上十万元以下的罚款。","违法事实：你单位为清理某旅游码头（水上森林码头）工程前期的3.8万方淤泥及方便车辆进出，当事人未经审批从外运土500方，在水库库区水上森林西侧水域修建了长140米，宽4.1米，高1.15米的临时施工阻水便道，3月26日结束施工。2021年4月14日，当事人已补办临时施工阻水便道审批手续（《关于临安青山湖旅游码头工程（水上森林码头）水库管理范围内临时工程施工方案的准予行政许可决定书》）。当事人未经审批建设临时施工阻水便道的行为，违反了《浙江省河道管理条例》第三十五条第一款规定，属于未经审批建设临时施工阻水便道的违法行为。 
处罚依据：《浙江省河道管理条例》第四十四条第一款之规定 
处罚决定：对你单位处罚款人民币40000元整",施工单位在开工前未将施工方案报县级以上人民政府水行政主管部门备案,责令改正|罚款,处三千元以上三万元以下的罚款,暂无,,
