一级,二级,情形抽取,法条依据,法条内容,类案,处罚依据,处罚种类,处罚幅度,涉刑风险,刑法依据,刑法内容
渔业管理问题,违规经营水产苗种,经营未经审定的水产苗种,《中华人民共和国渔业法》第四十四条第二款,"非法生产、进口、出口水产苗种的，没收苗种和违法所得，并处五万元以下的罚款。
【经营未经审定的水产苗种的】，责令立即停止经营，没收违法所得，可以并处五万元以下的罚款。",暂无,经营未经审定的水产苗种,责令停止经营|没收违法所得|罚款,可以并处五万元以下的罚款,暂无,,
渔业管理问题,违规捕捞,在水产种质资源保护区从事捕捞活动,《中华人民共和国渔业法》第四十五条,【未经批准在水产种质资源保护区内从事捕捞活动的】，责令立即停止捕捞，没收渔获物和渔具，可以并处一万元以下的罚款。,"违法事实：当事人于2019年4月29日在北纬29度34分、东经123度04分海域（东海带鱼国家级水产种质资源保护区内）进行拖网捕捞。本机关认为当事人上述行为违反了 《中华人民共和国渔业法》第二十九条关于“国家保护水产种质资源及其生存环境，并在具有较高经济价值和遗传育种价值的水产种质资源的主要生长繁育区域建立水产种质资源保护区。未经国务院渔业行政主管部门批准，任何单位或者个人不得在水产种质资源保护区从事捕捞活动。”的规定，已构成行政违法。
处罚依据：依据《中华人民共和国渔业法》第四十五条的规定，未经批准在水产种质资源保护区从事捕捞活动的，责令立即停止捕捞，没收渔获物和渔具，可以并处一万元以下的罚款。鉴于当事人的行为无从轻或从重情节，故予以一般处罚，结合《浙江省海洋与渔业行政处罚裁量基准》规定。
处罚决定：罚款人民币5000元整。",未经批准在水产种质资源保护区内从事捕捞活动,责令停止|没收违法所得|没收设备|罚款,可以并处一万元以下的罚款,暂无,,
渔业管理问题,未履行安全责任,未按规定配备经过专业技术训练的船员,《浙江省渔业管理条例》第五十二条,违反本条例第二十二条规定，【渔业船舶所有者或者经营者、船长未履行安全生产责任的】，责令改正，处五万元以下罚款。,"违法事实：当事人未按国内海洋渔船安全证书上限制的作业区域、时限等进行海钓作业的行为，已违反《浙江省渔业管理条例》第二十二条第一款“渔业船舶所有者或者经营者对渔业船舶的安全生产负全面责任，负责建立健全安全生产责任制，按照规定配备职务船员和经过专业技术训练的其他船员，保证渔业船舶符合适航要求，全面履行安全生产法律、法规规定的职责”的规定。
处罚依据：《浙江省渔业管理条例》第五十二条之规定
处罚决定：对你单位处责令按照国内海洋渔船安全证书上限制的作业区域、时限作业，并处罚款20000元。
|违法事实：当事人未按规定配备经过专业技术训练的其他船员航行的行为，已违反《浙江省渔业管理条例》第二十二条第一款 “渔业船舶所有者或者经营者对渔业船舶的安全生产负全面责任，负责建立健全安全生产责任制，按照规定配备职务船员和经过专业技术训练的其他船员，保证渔业船舶符合适航要求，全面履行安全生产法律、法规规定的职责”的规定。
处罚依据：《浙江省渔业管理条例》第五十二条之规定
处罚决定：对你单位处罚款人民币5000元整。",渔业船舶所有者或经营者、船长未履行安全生产责任,责令改正|罚款,处五万元以下罚款,暂无,,
渔业管理问题,转收违禁渔获物,向禁渔期内违禁作业的渔船收购/转载违禁渔获物,《浙江省渔业管理条例》第五十九条第五项,"违反本条例规定，有下列行为之一的，没收渔获物、违法所得和渔具，处五万元以下罚款：
（一）在闸坝上下拦网捕捞的；
（二）随船携带国家和省规定的禁用渔具或者不符合规格标准的渔具的；
（三）禁渔期内违反规定随船携带禁渔期禁止作业的渔具的；
（四）明知是无船名号、无船籍港、无渔业船舶证书的渔船，向其供油、供冰或者代冻、收购、销售、转载渔获物的；
（五）【向禁渔期内违禁作业的渔船供油、供冰或者代冻、收购、销售、转载违禁渔获物的】。","违法事实：当事人向禁渔期内违禁作业的渔船收购、转载违禁渔获物的行为，已违反了《浙江省渔业管理条例》第四十七条第二款“任何单位和个人不得向无船名号、无船籍港、无渔业船舶证书的渔船和禁渔期内违禁作业的渔船供油、供冰，不得代冻、收购、销售、转载违禁渔获物。”的规定。
处罚依据：《浙江省渔业管理条例》第五十九条第五项之规定
处罚决定：对你处没收渔获物39491千克，罚款人民币50000元整。
|违法事实：当事人向禁渔期内违禁作业的渔船收购、转载违禁渔获物的行为，已违反了《浙江省渔业管理条例》第四十七条第二款“任何单位和个人不得向无船名号、无船籍港、无渔业船舶证书的渔船和禁渔期内违禁作业的渔船供油、供冰，不得代冻、收购、销售、转载违禁渔获物。”的规定。
处罚依据：《浙江省渔业管理条例》第五十九条第五项之规定
处罚决定：对你处没收渔获物72239千克，罚款人民币50000元整。",向禁渔期内违禁作业的渔船供油、供水或者代冻、收购、销售、转载违禁渔获物,没收违法所得|没收设备|罚款,处五万元以下罚款,暂无,,
动物防疫管理问题,检疫证明违规,违规出具/不出具检疫证明,《中华人民共和国动物防疫法》第八十九条第（一）项,"动物卫生监督机构及其工作人员违反本法规定，有下列行为之一的，由本级人民政府或者农业农村主管部门责令改正，通报批评；对直接负责的主管人员和其他直接责任人员依法给予处分：
（一）【对未经检疫或者检疫不合格的动物、动物产品出具检疫证明、加施检疫标志，或者对检疫合格的动物、动物产品拒不出具检疫证明、加施检疫标志的】；
（二）对附有检疫证明、检疫标志的动物、动物产品重复检疫的；
（三）从事与动物防疫有关的经营性活动，或者违法收取费用的；
（四）其他未依照本法规定履行职责的行为。",暂无,动物卫生监督机构及其工作人员对未经检疫或者检疫不合格的动物、动物产品出具检疫证明、加施检疫标志，或者对检疫合格的动物、动物产品拒不出具检疫证明、加施检疫标志,责令改正|通报批评|处分责任人,暂无,暂无,,
动物防疫管理问题,重复检疫,对附有检疫证明、检疫标志的动物/动物产品重复检疫,《中华人民共和国动物防疫法》第八十九条第（二）项,"动物卫生监督机构及其工作人员违反本法规定，有下列行为之一的，由本级人民政府或者农业农村主管部门责令改正，通报批评；对直接负责的主管人员和其他直接责任人员依法给予处分：
（一）对未经检疫或者检疫不合格的动物、动物产品出具检疫证明、加施检疫标志，或者对检疫合格的动物、动物产品拒不出具检疫证明、加施检疫标志的；
（二）【对附有检疫证明、检疫标志的动物、动物产品重复检疫的】；
（三）从事与动物防疫有关的经营性活动，或者违法收取费用的；
（四）其他未依照本法规定履行职责的行为。",暂无,对附有检疫证明、检疫标志的动物、动物产品重复检疫,责令改正|通报批评|处分责任人,暂无,暂无,,
动物防疫管理问题,违法经营,动物卫生监督机构及其工作人员从事与动物防疫有关的经营性活动或违法收取费用,《中华人民共和国动物防疫法》第八十九条第（三）项,"动物卫生监督机构及其工作人员违反本法规定，有下列行为之一的，由本级人民政府或者农业农村主管部门责令改正，通报批评；对直接负责的主管人员和其他直接责任人员依法给予处分：
（一）对未经检疫或者检疫不合格的动物、动物产品出具检疫证明、加施检疫标志，或者对检疫合格的动物、动物产品拒不出具检疫证明、加施检疫标志的；
（二）对附有检疫证明、检疫标志的动物、动物产品重复检疫的；
（三）【从事与动物防疫有关的经营性活动，或者违法收取费用的】；
（四）其他未依照本法规定履行职责的行为。",暂无,从事与动物防疫有关的经营性活动，或者违法收取费用,责令改正|通报批评|处分责任人,暂无,暂无,,
动物防疫管理问题,未履职,未履行动物疫病监测、检测、评估职责或者伪造监测、检测、评估结果,《中华人民共和国动物防疫法》第九十条第（一）项,"动物疫病预防控制机构及其工作人员违反本法规定，有下列行为之一的，由本级人民政府或者农业农村主管部门责令改正，通报批评；对直接负责的主管人员和其他直接责任人员依法给予处分：
（一）【未履行动物疫病监测、检测、评估职责或者伪造监测、检测、评估结果的】；
（二）发生动物疫情时未及时进行诊断、调查的；
（三）接到染疫或者疑似染疫报告后，未及时按照国家规定采取措施、上报的；
（四）其他未依照本法规定履行职责的行为。",暂无,动物疫病预防控制机构及其工作人员未履行动物疫病监测、检测、评估职责或者伪造监测、检测、评估结果,责令改正|通报批评|处分责任人,暂无,暂无,,
动物防疫管理问题,未诊断,发生动物疫情时未及时进行诊断、调查,《中华人民共和国动物防疫法》第九十条第（二）项,"动物疫病预防控制机构及其工作人员违反本法规定，有下列行为之一的，由本级人民政府或者农业农村主管部门责令改正，通报批评；对直接负责的主管人员和其他直接责任人员依法给予处分：
（一）未履行动物疫病监测、检测、评估职责或者伪造监测、检测、评估结果的；
（二）【发生动物疫情时未及时进行诊断、调查的】；
（三）接到染疫或者疑似染疫报告后，未及时按照国家规定采取措施、上报的；
（四）其他未依照本法规定履行职责的行为。",暂无,发生动物疫情时未及时进行诊断、调查,责令改正|通报批评|处分责任人,暂无,暂无,,
动物防疫管理问题,未报告,接到染疫或者疑似染疫报告后未及时采取措施、上报,《中华人民共和国动物防疫法》第九十条第（三）项,"动物疫病预防控制机构及其工作人员违反本法规定，有下列行为之一的，由本级人民政府或者农业农村主管部门责令改正，通报批评；对直接负责的主管人员和其他直接责任人员依法给予处分：
（一）未履行动物疫病监测、检测、评估职责或者伪造监测、检测、评估结果的；
（二）发生动物疫情时未及时进行诊断、调查的；
（三）【接到染疫或者疑似染疫报告后，未及时按照国家规定采取措施、上报的】；
（四）其他未依照本法规定履行职责的行为。",暂无,接到染疫或者疑似染疫报告后，未及时按照国家规定采取措施、上报,责令改正|通报批评|处分责任人,暂无,暂无,,
动物防疫管理问题,运载工具问题,未按规定及时对动物运载工具进行清洗消毒,《中华人民共和国动物防疫法》第九十四条,违反本法规定，【动物、动物产品的运载工具、垫料、包装物、容器等不符合国务院农业农村主管部门规定的动物防疫要求的】，由县级以上地方人民政府农业农村主管部门责令改正，可以处五千元以下罚款；情节严重的，处五千元以上五万元以下罚款。,暂无,动物、动物产品的运载工具、垫料、包装物、容器等不符合国务院农业农村主管部门规定的动物防疫要求,责令改正|罚款,可以处五千元以下罚款；情节严重的，处五千元以上五万元以下罚款,暂无,,
动物防疫管理问题,违规处理染疫动物,随意丢弃病死动物尸体,《中华人民共和国动物防疫法》第九十五条,"【违反本法规定，对染疫动物及其排泄物、染疫动物产品或者被染疫动物、动物产品污染的运载工具、垫料、包装物、容器等未按照规定处置的】，由县级以上地方人民政府农业农村主管部门责令限期处理；逾期不处理的，由县级以上地方人民政府农业农村主管部门委托有关单位代为处理，所需费用由违法行为人承担，处五千元以上五万元以下罚款。
造成环境污染或者生态破坏的，依照环境保护有关法律法规进行处罚。","违法事实：当事人不按照国务院兽医主管部门规定处置病死动物尸体，二次随意丢弃的行为，违反《中华人民共和国动物防疫法》第二十一条第二款“染疫动物及其排泄物、染疫动物产品，病死或者死因不明的动物尸体，运载工具中的动物排泄物以及垫料、包装物、容器等污染物，应当按照国务院兽医主管部门的规定处理，不得随意处置。”的规定，构成违法，应当实施行政处罚。2021年4月12日，本机关向当事人送达了《市农业农村局行政处罚事先告知书》，依法告知了当事人拟对其作出行政处罚决定的事实、理由、依据、内容，并告知当事人依法享有的权利。当事人在规定时间内未提出陈述、申辩。
处罚依据：依据《中华人民共和国动物防疫法》第七十五条：”违反本法规定，不按照国务院兽医主管部门规定处置染疫动物及其排泄物，染疫动物产品，病死或者死因不明的动物尸体，运载工具中的动物排泄物以及垫料、包装物、容器等污染物以及其他经检疫不合格的动物、动物产品的，由动物卫生监督机构责令无害化处理，所需处理费用由违法行为人承担，可以处三千元以下罚款。”与《浙江省农业行政处罚裁量基准》“再次违法；拒不处理但未造成危害后果的，处一千五百元以下罚款”的规定。
处罚决定：责令当事人停止随意丢弃病死动物尸体的行为，承担死猪尸体无害化处理费400.00元，并罚款500.00元。",对染疫动物及其排泄物、染疫动物产品或者被染疫动物、动物产品污染的运载工具、垫料、包装物、容器等未按照规定处置,责令改正|罚款,处五千元以上五万元以下罚款,暂无,,
动物防疫管理问题,传染病风险,患有人畜共患传染病的人员从事动物疫病管理活动,《中华人民共和国动物防疫法》第九十六条,【违反本法规定，患有人畜共患传染病的人员，直接从事动物疫病监测、检测、检验检疫，动物诊疗以及易感染动物的饲养、屠宰、经营、隔离、运输等活动的】，由县级以上地方人民政府农业农村或者野生动物保护主管部门责令改正；拒不改正的，处一千元以上一万元以下罚款；情节严重的，处一万元以上五万元以下罚款。,暂无,患有人畜共患传染病的人员，直接从事动物疫病监测、检测、检验检疫，动物诊疗以及易感染动物的饲养、屠宰、经营、隔离、运输等活动,责令改正|罚款,拒不改正的，处一千元以上一万元以下罚款；情节严重的，处一万元以上五万元以下罚款,暂无,,
